lang,tid,sportid,brandid,translatedtext,objecttype,basetid,original,version
de,daznbetde_CN_BG-10386,AFB,daznbetde,NCAA Bowl - United States of America-de,competition,CN_BG-10386,NCAA Bowl - United States of America,0
de,daznbetde_CN_BG-13655,VLB,daznbetde,International Friendlies Women U20 - World (DE-Visharad),competition,CN_BG-13655,International Friendlies Women U20 - World,0
de,daznbetde_CN_BG-13654,FBL,daznbetde,Estonia Eliitliiga Esiliiga U19 - Estonia (DE-Visharad),competition,CN_BG-13654,Estonia Eliitliiga Esiliiga U19 - Estonia,1
de,daznbetde_CN_BG-13635,TNS,daznbetde,WTA Gaiba 125K Series Qualification - Italy (DE-Visharad),competition,CN_BG-13635,WTA Gaiba 125K Series Qualification - Italy,0
de,daznbetde_CN_BG-13639,FBL,daznbetde,India Mumbai Super Division Corporate - India (DE-Visharad),competition,CN_BG-13639,India Mumbai Super Division Corporate - India,1
de,daznbetde_CN_BG-13642,BKB,daznbetde,The Asian Tournament - Asia(DE),competition,CN_BG-13642,The Asian Tournament - Asia,0
de,daznbetde_CN_BG-13640,TNS,daznbetde,ATP Santa Cruz 2 Challenger - Bolivia (DE-2),competition,CN_BG-13640,ATP Santa Cruz 2 Challenger - Bolivia,1
de,daznbetde_CN_U-10778,CYC,daznbetde,Other - International(DE-2),competition,CN_U-10778,Other - International,1
de,daznbetde_CN_U-8524,F1,daznbetde,Formula 1 2024 - Formula 1(DE-2),competition,CN_U-8524,Formula 1 2024 - Formula 1,1
de,daznbetde_CN_U-1469,BOX,daznbetde," Internationale Kämpfe",competition,CN_U-1469,International Matchups - International,1
de,daznbetde_CN_BG-10223,BKB,daznbetde,Europe Basketball League Women ,competition,CN_BG-10223,Europe Basketball League Women - Europe,1
de,daznbetde_CN_BG-10266,BKB,daznbetde,Croatia Cup ,competition,CN_BG-10266,Croatia Cup - Croatia,1
de,daznbetde_CN_BG-10430,BKB,daznbetde,NCAA Division I ,competition,CN_BG-10430,NCAA Division I - United States of America,1
de,daznbetde_CN_BG-10445,BKB,daznbetde,Austria Cup Women ,competition,CN_BG-10445,Austria Cup Women - Austria,1
de,daznbetde_CN_BG-10491,BKB,daznbetde,Czech Republic Cup Women ,competition,CN_BG-10491,Czech Republic Cup Women - Czech Republic,1
de,daznbetde_CN_BG-10569,BKB,daznbetde,Malaysia Major Basketball League ,competition,CN_BG-10569,Malaysia Major Basketball League - Malaysia,1
de,daznbetde_CN_BG-10570,BKB,daznbetde,Turkey TB2L ,competition,CN_BG-10570,Turkey TB2L - Turkey,1
de,daznbetde_CN_BG-10592,BKB,daznbetde,Argentina Super Cup ,competition,CN_BG-10592,Argentina Super Cup - Argentina,1
de,daznbetde_CN_BG-10607,BKB,daznbetde,NCAA Division I Women ,competition,CN_BG-10607,NCAA Division I Women - United States of America,1
de,daznbetde_CN_BG-10610,BKB,daznbetde,Switzerland SBL Cup ,competition,CN_BG-10610,Switzerland SBL Cup - Switzerland,1
de,daznbetde_CN_BG-10635,BKB,daznbetde,Georgia A League Promotion/Relegation ,competition,CN_BG-10635,Georgia A League Promotion/Relegation - Georgia,1
de,daznbetde_CN_BG-10768,BKB,daznbetde,Italy Cup Women ,competition,CN_BG-10768,Italy Cup Women - Italy,1
de,daznbetde_CN_BG-10786,BKB,daznbetde,Georgia A League ,competition,CN_BG-10786,Georgia A League - Georgia,1
de,daznbetde_CN_BG-10904,BKB,daznbetde,Portugal Cup Women ,competition,CN_BG-10904,Portugal Cup Women - Portugal,1
de,daznbetde_CN_BG-10918,BKB,daznbetde,Georgia Sakandelidze,competition,CN_BG-10918,Georgia Sakandelidze-Qorqia Tournament - Georgia,1
de,daznbetde_CN_BG-11024,BKB,daznbetde,Georgia Cup ,competition,CN_BG-11024,Georgia Cup - Georgia,1
de,daznbetde_CN_BG-11031,BKB,daznbetde,Americas Champions League ,competition,CN_BG-11031,Americas Champions League - Americas,1
de,daznbetde_CN_BG-11050,BKB,daznbetde,Mongolia Superleague ,competition,CN_BG-11050,Mongolia Superleague - Mongolia,1
de,daznbetde_CN_BG-11065,BKB,daznbetde,Hungary Cup ,competition,CN_BG-11065,Hungary Cup - Hungary,1
de,daznbetde_CN_BG-11141,BKB,daznbetde,Brazil Copa Super 8 ,competition,CN_BG-11141,Brazil Copa Super 8 - Brazil,1
de,daznbetde_CN_BG-11259,BKB,daznbetde,Poland Cup Women ,competition,CN_BG-11259,Poland Cup Women - Poland,1
de,daznbetde_CN_BG-11341,BKB,daznbetde,Philippines PSL Presidents Cup ,competition,CN_BG-11341,Philippines PSL Presidents Cup - Philippines,1
de,daznbetde_CN_BG-11470,BKB,daznbetde,Poland Cup ,competition,CN_BG-11470,Poland Cup - Poland,1
de,daznbetde_CN_BG-11471,BKB,daznbetde,Spain Copa Del Rey ,competition,CN_BG-11471,Spain Copa Del Rey - Spain,1
de,daznbetde_CN_BG-11514,BKB,daznbetde,Czech,competition,CN_BG-11514,Czech-Slovak Cup - Europe,1
de,daznbetde_CN_BG-11528,BKB,daznbetde,Korea Republic Basketball League Women ,competition,CN_BG-11528,Korea Republic Basketball League Women - Korea Rep,1
de,daznbetde_CN_BG-11529,BKB,daznbetde,Greece Cup ,competition,CN_BG-11529,Greece Cup - Greece,1
de,daznbetde_CN_BG-11552,BKB,daznbetde,France Leaders Cup ,competition,CN_BG-11552,France Leaders Cup - France,1
de,daznbetde_CN_BG-11553,BKB,daznbetde,Turkey Cup ,competition,CN_BG-11553,Turkey Cup - Turkey,1
de,daznbetde_CN_BG-11579,BKB,daznbetde,Slovenia Cup Women ,competition,CN_BG-11579,Slovenia Cup Women - Slovenia,1
de,daznbetde_CN_BG-11580,BKB,daznbetde,NBA All,competition,CN_BG-11580,NBA All-Star Weekend - United States of America,1
de,daznbetde_CN_BG-11581,BKB,daznbetde,Finland Division 1 A ,competition,CN_BG-11581,Finland Division 1 A - Finland,1
de,daznbetde_CN_BG-11582,BKB,daznbetde,Taiwan P League ,competition,CN_BG-11582,Taiwan P League - Taiwan,1
de,daznbetde_CN_BG-11583,BKB,daznbetde,Baltic Basketball League Women ,competition,CN_BG-11583,Baltic Basketball League Women - Europe,1
de,daznbetde_CN_BG-11599,BKB,daznbetde,NCAA Division I Mid,competition,CN_BG-11599,NCAA Division I Mid-American Conference - United States of America,1
de,daznbetde_CN_BG-1161,BKB,daznbetde,Korea Republic Basketball League ,competition,CN_BG-1161,Korea Republic Basketball League - Korea Rep,1
de,daznbetde_CN_BG-11616,BKB,daznbetde,Lithuania Cup ,competition,CN_BG-11616,Lithuania Cup - Lithuania,1
de,daznbetde_CN_BG-11619,BKB,daznbetde,Denmark Basketligaen Women ,competition,CN_BG-11619,Denmark Basketligaen Women - Denmark,1
de,daznbetde_CN_BG-1162,BKB,daznbetde,NBA ,competition,CN_BG-1162,NBA - United States of America,1
de,daznbetde_CN_BG-11620,BKB,daznbetde,Portugal Hugo dos Santos Cup ,competition,CN_BG-11620,Portugal Hugo dos Santos Cup - Portugal,1
de,daznbetde_CN_BG-11622,BKB,daznbetde,Finland Korisliiga Women ,competition,CN_BG-11622,Finland Korisliiga Women - Finland,1
de,daznbetde_CN_BG-1163,BKB,daznbetde,Euroleague ,competition,CN_BG-1163,Euroleague - Europe,1
de,daznbetde_CN_BG-11632,BKB,daznbetde,Germany Bundesliga Women ,competition,CN_BG-11632,Germany Bundesliga Women - Germany,1
de,daznbetde_CN_BG-11636,BKB,daznbetde,China Basketball Association Women ,competition,CN_BG-11636,China Basketball Association Women - China,1
de,daznbetde_CN_BG-11640,BKB,daznbetde,NCAA Division I Mid,competition,CN_BG-11640,NCAA Division I Mid-American Conference Women - United States of America,1
de,daznbetde_CN_BG-1165,BKB,daznbetde,WNBA ,competition,CN_BG-1165,WNBA - United States of America,1
de,daznbetde_CN_BG-11658,BKB,daznbetde,Belgium Championship Women ,competition,CN_BG-11658,Belgium Championship Women - Belgium,1
de,daznbetde_CN_BG-11660,BKB,daznbetde,Romania First Division ,competition,CN_BG-11660,Romania First Division - Romania,1
de,daznbetde_CN_BG-11664,BKB,daznbetde,Singapore NBL Women ,competition,CN_BG-11664,Singapore NBL Women - Singapore,1
de,daznbetde_CN_BG-11666,BKB,daznbetde,FIBA AfroBasket Pre,competition,CN_BG-11666,FIBA AfroBasket Pre-qualification - Africa,1
de,daznbetde_CN_BG-11696,BKB,daznbetde,Hungary Cup Women ,competition,CN_BG-11696,Hungary Cup Women - Hungary,1
de,daznbetde_CN_BG-11706,BKB,daznbetde,Japan WJBL Women ,competition,CN_BG-11706,Japan WJBL Women - Japan,1
de,daznbetde_CN_BG-1174,BKB,daznbetde,NBA G,competition,CN_BG-1174,NBA G-League - United States of America,1
de,daznbetde_CN_BG-1175,BKB,daznbetde,EuroCup ,competition,CN_BG-1175,EuroCup - Europe,1
de,daznbetde_CN_BG-1176,BKB,daznbetde,Europe Adriatic League ,competition,CN_BG-1176,Europe Adriatic League - Europe,1
de,daznbetde_CN_BG-11764,BKB,daznbetde,Philippines Maharlika Basketball League Pre,competition,CN_BG-11764,Philippines Maharlika Basketball League Pre-Season - Philippines,1
de,daznbetde_CN_BG-11775,BKB,daznbetde,FIBA EuroBasket Qualifiers ,competition,CN_BG-11775,FIBA EuroBasket Qualifiers - Europe,1
de,daznbetde_CN_BG-11816,BKB,daznbetde,FIBA Asia Cup Qualification ,competition,CN_BG-11816,FIBA Asia Cup Qualification - Asia,1
de,daznbetde_CN_BG-11817,BKB,daznbetde,FIBA Eurocup Women ,competition,CN_BG-11817,FIBA Eurocup Women - Europe,1
de,daznbetde_CN_BG-11821,BKB,daznbetde,FIBA World Cup European Pre,competition,CN_BG-11821,FIBA World Cup European Pre-Qualifiers - Europe,1
de,daznbetde_CN_BG-11822,BKB,daznbetde,FIBA AmeriCup Qualifiers ,competition,CN_BG-11822,FIBA AmeriCup Qualifiers - Americas,1
de,daznbetde_CN_BG-11841,BKB,daznbetde,Switzerland LNAF SB League Women ,competition,CN_BG-11841,Switzerland LNAF SB League Women - Switzerland,1
de,daznbetde_CN_BG-11842,BKB,daznbetde,FIBA AfroBasket Qualification ,competition,CN_BG-11842,FIBA AfroBasket Qualification - Africa,1
de,daznbetde_CN_BG-11864,BKB,daznbetde,Alpe Adria Cup Women ,competition,CN_BG-11864,Alpe Adria Cup Women - Europe,1
de,daznbetde_CN_BG-11907,BKB,daznbetde,Norway Kvinneligaen Women ,competition,CN_BG-11907,Norway Kvinneligaen Women - Norway,1
de,daznbetde_CN_BG-11941,BKB,daznbetde,Philippines PBA Philippine Cup ,competition,CN_BG-11941,Philippines PBA Philippine Cup - Philippines,1
de,daznbetde_CN_BG-11946,BKB,daznbetde,France Championnat Pro B ,competition,CN_BG-11946,France Championnat Pro B - France,1
de,daznbetde_CN_BG-11959,BKB,daznbetde,Europe Balkan League ,competition,CN_BG-11959,Europe Balkan League - Europe,1
de,daznbetde_CN_BG-11967,BKB,daznbetde,Israel Leumit Cup ,competition,CN_BG-11967,Israel Leumit Cup - Israel,1
de,daznbetde_CN_BG-12000,BKB,daznbetde,Brazil Copa Baixada ,competition,CN_BG-12000,Brazil Copa Baixada - Brazil,1
de,daznbetde_CN_BG-12008,BKB,daznbetde,Israel State Cup Women ,competition,CN_BG-12008,Israel State Cup Women - Israel,1
de,daznbetde_CN_BG-1203,BKB,daznbetde,National Invitation Tournament ,competition,CN_BG-1203,National Invitation Tournament - United States of America,1
de,daznbetde_CN_BG-12090,BKB,daznbetde,Italy Coppa Italia A2 Women ,competition,CN_BG-12090,Italy Coppa Italia A2 Women - Italy,1
de,daznbetde_CN_BG-12117,BKB,daznbetde,East Asia Super League ,competition,CN_BG-12117,East Asia Super League - Asia,1
de,daznbetde_CN_BG-12121,BKB,daznbetde,Qatar Cup ,competition,CN_BG-12121,Qatar Cup - Qatar,1
de,daznbetde_CN_BG-12144,BKB,daznbetde,Belgium Cup ,competition,CN_BG-12144,Belgium Cup - Belgium,1
de,daznbetde_CN_BG-12189,BKB,daznbetde,New Zealand NBL Preseason ,competition,CN_BG-12189,New Zealand NBL Preseason - New Zealand,1
de,daznbetde_CN_BG-12196,BKB,daznbetde,Argentina Super 20 Cup ,competition,CN_BG-12196,Argentina Super 20 Cup - Argentina,1
de,daznbetde_CN_BG-12215,BKB,daznbetde,Bulgaria Cup ,competition,CN_BG-12215,Bulgaria Cup - Bulgaria,1
de,daznbetde_CN_BG-12231,BKB,daznbetde,NCAA Division II Basketball Tournament ,competition,CN_BG-12231,NCAA Division II Basketball Tournament - United States of America,1
de,daznbetde_CN_BG-12260,BKB,daznbetde,Italy Serie A2 Cup ,competition,CN_BG-12260,Italy Serie A2 Cup - Italy,1
de,daznbetde_CN_BG-12262,BKB,daznbetde,El Salvador Mayor Basketball League ,competition,CN_BG-12262,El Salvador Mayor Basketball League - El Salvador,1
de,daznbetde_CN_BG-12300,BKB,daznbetde,NCAA Division I Basketball Tournament ,competition,CN_BG-12300,NCAA Division I Basketball Tournament - United States of America,1
de,daznbetde_CN_BG-1437,BKB,daznbetde,Australia NBL1 West Women ,competition,CN_BG-1437,Australia NBL1 West Women - Australia,1
de,daznbetde_CN_BG-3319,BKB,daznbetde,New Zealand NBL ,competition,CN_BG-3319,New Zealand NBL - New Zealand,1
de,daznbetde_CN_BG-3320,BKB,daznbetde,Philippines Maharlika Basketball League ,competition,CN_BG-3320,Philippines Maharlika Basketball League - Philippines,1
de,daznbetde_CN_BG-3339,BKB,daznbetde,China Basketball Association ,competition,CN_BG-3339,China Basketball Association - China,1
de,daznbetde_CN_BG-3345,BKB,daznbetde,Georgia Superleague ,competition,CN_BG-3345,Georgia Superleague - Georgia,1
de,daznbetde_CN_BG-3348,BKB,daznbetde,Croatia First League ,competition,CN_BG-3348,Croatia First League - Croatia,1
de,daznbetde_CN_BG-3363,BKB,daznbetde,Spain Basketball League Women ,competition,CN_BG-3363,Spain Basketball League Women - Spain,1
de,daznbetde_CN_BG-3365,BKB,daznbetde,Qatar Basketball League ,competition,CN_BG-3365,Qatar Basketball League - Qatar,1
de,daznbetde_CN_BG-3368,BKB,daznbetde,Romania Division A Men ,competition,CN_BG-3368,Romania Division A Men - Romania,1
de,daznbetde_CN_BG-3370,BKB,daznbetde,Israel Super League Women ,competition,CN_BG-3370,Israel Super League Women - Israel,1
de,daznbetde_CN_BG-3379,BKB,daznbetde,Venezuela Professional Super League ,competition,CN_BG-3379,Venezuela Professional Super League - Venezuela,1
de,daznbetde_CN_BG-3380,BKB,daznbetde,Bosnia and Herzegovina Basketball League ,competition,CN_BG-3380,Bosnia and Herzegovina Basketball League - Bosnia and Herzegovina,1
de,daznbetde_CN_BG-3384,BKB,daznbetde,Jordan Premier League ,competition,CN_BG-3384,Jordan Premier League - Jordan,1
de,daznbetde_CN_BG-3385,BKB,daznbetde,Georgia Superleague Promotion/Relegation ,competition,CN_BG-3385,Georgia Superleague Promotion/Relegation - Georgia,1
de,daznbetde_CN_BG-3393,BKB,daznbetde,Poland Energa Basket Liga ,competition,CN_BG-3393,Poland Energa Basket Liga - Poland,1
de,daznbetde_CN_BG-3405,BKB,daznbetde,Slovenia Liga Nova KBM ,competition,CN_BG-3405,Slovenia Liga Nova KBM - Slovenia,1
de,daznbetde_CN_BG-3408,BKB,daznbetde,Bahrain Basketball League ,competition,CN_BG-3408,Bahrain Basketball League - Bahrain,1
de,daznbetde_CN_BG-3409,BKB,daznbetde,Czech Republic National Basketball League ,competition,CN_BG-3409,Czech Republic National Basketball League - Czech Republic,1
de,daznbetde_CN_BG-3412,BKB,daznbetde,Slovakia Extraliga ,competition,CN_BG-3412,Slovakia Extraliga - Slovakia,1
de,daznbetde_CN_BG-3415,BKB,daznbetde,Greece A1 Ethniki ,competition,CN_BG-3415,Greece A1 Ethniki - Greece,1
de,daznbetde_CN_BG-3421,BKB,daznbetde,West Asia Super League ,competition,CN_BG-3421,West Asia Super League - Asia,1
de,daznbetde_CN_BG-3432,BKB,daznbetde,Austria Superliga ,competition,CN_BG-3432,Austria Superliga - Austria,1
de,daznbetde_CN_BG-3435,BKB,daznbetde,Germany Basketball Bundesliga ,competition,CN_BG-3435,Germany Basketball Bundesliga - Germany,1
de,daznbetde_CN_BG-3442,BKB,daznbetde,Sweden Basketligan ,competition,CN_BG-3442,Sweden Basketligan - Sweden,1
de,daznbetde_CN_BG-3445,BKB,daznbetde,Denmark Basketligaen ,competition,CN_BG-3445,Denmark Basketligaen - Denmark,1
de,daznbetde_CN_BG-3446,BKB,daznbetde,Mexico Liga ABE ,competition,CN_BG-3446,Mexico Liga ABE - Mexico,1
de,daznbetde_CN_BG-3476,BKB,daznbetde,Iceland Premier League ,competition,CN_BG-3476,Iceland Premier League - Iceland,1
de,daznbetde_CN_BG-3491,BKB,daznbetde,Mexico Cibacopa Basketball League ,competition,CN_BG-3491,Mexico Cibacopa Basketball League - Mexico,1
de,daznbetde_CN_BG-3496,BKB,daznbetde,Brazil NBB ,competition,CN_BG-3496,Brazil NBB - Brazil,1
de,daznbetde_CN_BG-3504,BKB,daznbetde,Paraguay Basketball League ,competition,CN_BG-3504,Paraguay Basketball League - Paraguay,1
de,daznbetde_CN_BG-3510,BKB,daznbetde,Argentina La Liga  ,competition,CN_BG-3510,Argentina La Liga  - Argentina,1
de,daznbetde_CN_BG-3511,BKB,daznbetde,Puerto Rico Baloncesto Superior Nacional ,competition,CN_BG-3511,Puerto Rico Baloncesto Superior Nacional - Puerto Rico,1
de,daznbetde_CN_BG-3514,BKB,daznbetde,Chile LNB ,competition,CN_BG-3514,Chile LNB - Chile,1
de,daznbetde_CN_BG-3539,BKB,daznbetde,Uruguay Basketball Liga ,competition,CN_BG-3539,Uruguay Basketball Liga - Uruguay,1
de,daznbetde_CN_BG-3545,BKB,daznbetde,Philippines PBA D,competition,CN_BG-3545,Philippines PBA D-League Aspirant's Cup - Philippines,1
de,daznbetde_CN_BG-3548,BKB,daznbetde,Taiwan T1 League ,competition,CN_BG-3548,Taiwan T1 League - Taiwan,1
de,daznbetde_CN_BG-3557,BKB,daznbetde,FIBA Europe Cup ,competition,CN_BG-3557,FIBA Europe Cup - Europe,1
de,daznbetde_CN_BG-3590,BKB,daznbetde,Taiwan SBL ,competition,CN_BG-3590,Taiwan SBL - Taiwan,1
de,daznbetde_CN_BG-3591,BKB,daznbetde,Israel National League ,competition,CN_BG-3591,Israel National League - Israel,1
de,daznbetde_CN_BG-3592,BKB,daznbetde,Taiwan WSBL Women ,competition,CN_BG-3592,Taiwan WSBL Women - Taiwan,1
de,daznbetde_CN_BG-3656,BKB,daznbetde,Slovenia 1. SKL Women ,competition,CN_BG-3656,Slovenia 1. SKL Women - Slovenia,1
de,daznbetde_CN_BG-3657,BKB,daznbetde,Estonia Meistriliiga ,competition,CN_BG-3657,Estonia Meistriliiga - Estonia,1
de,daznbetde_CN_BG-3670,BKB,daznbetde,Sweden Basketligan Women ,competition,CN_BG-3670,Sweden Basketligan Women - Sweden,1
de,daznbetde_CN_BG-3697,BKB,daznbetde,Switzerland LNBA ,competition,CN_BG-3697,Switzerland LNBA - Switzerland,1
de,daznbetde_CN_BG-3700,BKB,daznbetde,France National Division 1 ,competition,CN_BG-3700,France National Division 1 - France,1
de,daznbetde_CN_BG-3701,BKB,daznbetde,Lebanon Basketball League ,competition,CN_BG-3701,Lebanon Basketball League - Lebanon,1
de,daznbetde_CN_BG-3702,BKB,daznbetde,Europe Adriatic League ,competition,CN_BG-3702,Europe Adriatic League - Promotion/Relegation - Europe,1
de,daznbetde_CN_BG-3712,BKB,daznbetde,Europe BNXT League ,competition,CN_BG-3712,Europe BNXT League - Europe,1
de,daznbetde_CN_BG-3716,BKB,daznbetde,Belgium Top Divison 1 ,competition,CN_BG-3716,Belgium Top Divison 1 - Belgium,1
de,daznbetde_CN_BG-3726,BKB,daznbetde,Spain LEB Oro ,competition,CN_BG-3726,Spain LEB Oro - Spain,1
de,daznbetde_CN_BG-3727,BKB,daznbetde,Iceland Premier League Women ,competition,CN_BG-3727,Iceland Premier League Women - Iceland,1
de,daznbetde_CN_BG-3747,BKB,daznbetde,Uruguay Liga Women ,competition,CN_BG-3747,Uruguay Liga Women - Uruguay,1
de,daznbetde_CN_BG-3748,BKB,daznbetde,Argentina National Basketball League A ,competition,CN_BG-3748,Argentina National Basketball League A - Argentina,1
de,daznbetde_CN_BG-3762,BKB,daznbetde,Japan B1 League ,competition,CN_BG-3762,Japan B1 League - Japan,1
de,daznbetde_CN_BG-3774,BKB,daznbetde,Bahrain Cup ,competition,CN_BG-3774,Bahrain Cup - Bahrain,1
de,daznbetde_CN_BG-3778,BKB,daznbetde,Turkey BSL ,competition,CN_BG-3778,Turkey BSL - Turkey,1
de,daznbetde_CN_BG-3800,BKB,daznbetde,British Basketball League Women ,competition,CN_BG-3800,British Basketball League Women - Great Britain and Northern Ireland,1
de,daznbetde_CN_BG-3839,BKB,daznbetde,Sweden Superettan ,competition,CN_BG-3839,Sweden Superettan - Sweden,1
de,daznbetde_CN_BG-3843,BKB,daznbetde,Portugal Cup ,competition,CN_BG-3843,Portugal Cup - Portugal,1
de,daznbetde_CN_BG-3852,BKB,daznbetde,Bolivia Basketball League ,competition,CN_BG-3852,Bolivia Basketball League - Bolivia,1
de,daznbetde_CN_BG-3853,BKB,daznbetde,Colombia Professional League ,competition,CN_BG-3853,Colombia Professional League - Colombia,1
de,daznbetde_CN_BG-3857,BKB,daznbetde,Finland Korisliiga ,competition,CN_BG-3857,Finland Korisliiga - Finland,1
de,daznbetde_CN_BG-3858,BKB,daznbetde,Poland I Liga ,competition,CN_BG-3858,Poland I Liga - Poland,1
de,daznbetde_CN_BG-3860,BKB,daznbetde,Italy Serie A2 ,competition,CN_BG-3860,Italy Serie A2 - Italy,1
de,daznbetde_CN_BG-3861,BKB,daznbetde,Croatia HT Premijer liga ,competition,CN_BG-3861,Croatia HT Premijer liga - Croatia,1
de,daznbetde_CN_BG-3862,BKB,daznbetde,Austria 2. Liga ,competition,CN_BG-3862,Austria 2. Liga - Austria,1
de,daznbetde_CN_BG-3863,BKB,daznbetde,Portugal Proliga ,competition,CN_BG-3863,Portugal Proliga - Portugal,1
de,daznbetde_CN_BG-3864,BKB,daznbetde,North Macedonia First League ,competition,CN_BG-3864,North Macedonia First League - North Macedonia,1
de,daznbetde_CN_BG-3888,BKB,daznbetde,Italy Lega A Women ,competition,CN_BG-3888,Italy Lega A Women - Italy,1
de,daznbetde_CN_BG-3896,BKB,daznbetde,Brazil Copa Sao Paulo Women ,competition,CN_BG-3896,Brazil Copa Sao Paulo Women - Brazil,1
de,daznbetde_CN_BG-3898,BKB,daznbetde,Brazil LBF Women ,competition,CN_BG-3898,Brazil LBF Women - Brazil,1
de,daznbetde_CN_BG-3908,BKB,daznbetde,Chile LNB Segunda Division ,competition,CN_BG-3908,Chile LNB Segunda Division - Chile,1
de,daznbetde_CN_BG-3914,BKB,daznbetde,Croatia Premier League Promotion/Relegation Women ,competition,CN_BG-3914,Croatia Premier League Promotion/Relegation Women - Croatia,1
de,daznbetde_CN_BG-3924,BKB,daznbetde,Portugal Liga Women ,competition,CN_BG-3924,Portugal Liga Women - Portugal,1
de,daznbetde_CN_BG-3940,BKB,daznbetde,France LNB ,competition,CN_BG-3940,France LNB - France,1
de,daznbetde_CN_BG-3942,BKB,daznbetde,Brazil Campeonato Estadual Amador ,competition,CN_BG-3942,Brazil Campeonato Estadual Amador - Brazil,1
de,daznbetde_CN_BG-4051,BKB,daznbetde,Bulgaria Basketball League ,competition,CN_BG-4051,Bulgaria Basketball League - Bulgaria,1
de,daznbetde_CN_BG-4123,BKB,daznbetde,Hungary Division A ,competition,CN_BG-4123,Hungary Division A - Hungary,1
de,daznbetde_CN_BG-4194,BKB,daznbetde,Liga Sudamericana Women ,competition,CN_BG-4194,Liga Sudamericana Women - Americas,1
de,daznbetde_CN_BG-4202,BKB,daznbetde,Japan B2 League ,competition,CN_BG-4202,Japan B2 League - Japan,1
de,daznbetde_CN_BG-4225,BKB,daznbetde,Brazil Copa Sao Paulo ,competition,CN_BG-4225,Brazil Copa Sao Paulo - Brazil,1
de,daznbetde_CN_BG-4243,BKB,daznbetde,South Africa National League ,competition,CN_BG-4243,South Africa National League - South Africa,1
de,daznbetde_CN_BG-4249,BKB,daznbetde,Italy Lega A2 Women ,competition,CN_BG-4249,Italy Lega A2 Women - Italy,1
de,daznbetde_CN_BG-4250,BKB,daznbetde,Portugal Liga Profissional ,competition,CN_BG-4250,Portugal Liga Profissional - Portugal,1
de,daznbetde_CN_BG-4254,BKB,daznbetde,Czech Republic 1. Liga Women ,competition,CN_BG-4254,Czech Republic 1. Liga Women - Czech Republic,1
de,daznbetde_CN_BG-4260,BKB,daznbetde,Israel Super League ,competition,CN_BG-4260,Israel Super League - Israel,1
de,daznbetde_CN_BG-4292,BKB,daznbetde,Cyprus Division A ,competition,CN_BG-4292,Cyprus Division A - Cyprus,1
de,daznbetde_CN_BG-4295,BKB,daznbetde,Lithuania Basketball League ,competition,CN_BG-4295,Lithuania Basketball League - Lithuania,1
de,daznbetde_CN_BG-4352,BKB,daznbetde,Southeast Asian Games Women ,competition,CN_BG-4352,Southeast Asian Games Women - Asia,1
de,daznbetde_CN_BG-4353,BKB,daznbetde,Southeast Asian Games ,competition,CN_BG-4353,Southeast Asian Games - Asia,1
de,daznbetde_CN_BG-4403,BKB,daznbetde,Saudi Arabia Golden Square Championship ,competition,CN_BG-4403,Saudi Arabia Golden Square Championship - Saudi Arabia,1
de,daznbetde_CN_BG-4483,BKB,daznbetde,Europe Champions League ,competition,CN_BG-4483,Europe Champions League - Europe,1
de,daznbetde_CN_BG-4615,BKB,daznbetde,International Friendlies Women ,competition,CN_BG-4615,International Friendlies Women - World,1
de,daznbetde_CN_BG-4665,BKB,daznbetde,Czech Republic League Promotion/Relegation Women  ,competition,CN_BG-4665,Czech Republic League Promotion/Relegation Women  - Czech Republic,1
de,daznbetde_CN_BG-4666,BKB,daznbetde,France LNB Espoirs U21 ,competition,CN_BG-4666,France LNB Espoirs U21 - France,1
de,daznbetde_CN_BG-4721,BKB,daznbetde,Chile Liga FebaChile Desarrollo ,competition,CN_BG-4721,Chile Liga FebaChile Desarrollo - Chile,1
de,daznbetde_CN_BG-4732,BKB,daznbetde,Czech Republic 1. Liga Promotion/Relegation ,competition,CN_BG-4732,Czech Republic 1. Liga Promotion/Relegation - Czech Republic,1
de,daznbetde_CN_BG-4752,BKB,daznbetde,Brazil Campeonato Brasileiro Adulto ,competition,CN_BG-4752,Brazil Campeonato Brasileiro Adulto - Brazil,1
de,daznbetde_CN_BG-4821,BKB,daznbetde,FIBA AmeriCup Pre,competition,CN_BG-4821,FIBA AmeriCup Pre-Qualifiers - Americas,1
de,daznbetde_CN_BG-4822,BKB,daznbetde,Indonesia IBL ,competition,CN_BG-4822,Indonesia IBL - Indonesia,1
de,daznbetde_CN_BG-4851,BKB,daznbetde,Brazil Paulista FPB U20 Women ,competition,CN_BG-4851,Brazil Paulista FPB U20 Women - Brazil,1
de,daznbetde_CN_BG-4852,BKB,daznbetde,Brazil Paulista FPB U20 ,competition,CN_BG-4852,Brazil Paulista FPB U20 - Brazil,1
de,daznbetde_CN_BG-4854,BKB,daznbetde,Croatia HT Premijer liga Promotion/Relegation ,competition,CN_BG-4854,Croatia HT Premijer liga Promotion/Relegation - Croatia,1
de,daznbetde_CN_BG-4900,BKB,daznbetde,Philippines PBA Preseason ,competition,CN_BG-4900,Philippines PBA Preseason - Philippines,1
de,daznbetde_CN_BG-4911,BKB,daznbetde,Colombia Liga Superior Women ,competition,CN_BG-4911,Colombia Liga Superior Women - Colombia,1
