lang,tid,sportid,brandid,translatedtext,objecttype,basetid,original,version
de,daznbetde_CN_U-2603,FBL,daznbetde,Derde Divisie ,competition,CN_U-2603,Derde Divisie - Netherlands,5
de,daznbetde_CN_U-2604,FBL,daznbetde,Queensland Premier League 4 South Coast ,competition,CN_U-2604,Queensland Premier League 4 South Coast - Australia,5
de,daznbetde_CN_U-2605,FBL,daznbetde,Premier League ,competition,CN_U-2605,Premier League - Fiji,5
de,daznbetde_CN_U-2606,FBL,daznbetde,U21 Victoria NPL3 ,competition,CN_U-2606,U21 Victoria NPL3 - Australia,5
de,daznbetde_CN_U-2607,FBL,daznbetde,"PFL, Ural",competition,CN_U-2607,"PFL, Ural-Povolzhye - Russia",5
de,daznbetde_CN_U-2608,FBL,daznbetde,"U21 Western Australien NPL, Frauen ",competition,CN_U-2608,"U21 Western Australia NPL, Women - Australia",5
de,daznbetde_CN_U-2616,FBL,daznbetde,"National Football Championship, Frauen ",competition,CN_U-2616,"National Football Championship, Women - India",5
de,daznbetde_CN_U-2617,FBL,daznbetde,Griechenland Cup ,competition,CN_U-2617,Greece Cup - Greece,5
de,daznbetde_CN_U-2618,FBL,daznbetde,"South Australien State League 1, Reserves ",competition,CN_U-2618,"South Australia State League 1, Reserves - Australia",5
de,daznbetde_CN_U-2619,FBL,daznbetde,Vorarlbergliga ,competition,CN_U-2619,Vorarlbergliga - Austria Amateur,5
de,daznbetde_CN_U-2623,FBL,daznbetde,1. MFL ,competition,CN_U-2623,1. MFL - North Macedonia,5
de,daznbetde_CN_U-2630,FBL,daznbetde,"3rd League, Group 3 (4) ",competition,CN_U-2630,"3rd League, Group 3 (4) - Greece",5
de,daznbetde_CN_U-2633,FBL,daznbetde,Division 3 ,competition,CN_U-2633,"Division 3 - Hong Kong, China",5
de,daznbetde_CN_U-2648,FBL,daznbetde,"PFL, Center ",competition,CN_U-2648,"PFL, Center - Russia",5
de,daznbetde_CN_U-2649,FBL,daznbetde,"PFL, West ",competition,CN_U-2649,"PFL, West - Russia",5
de,daznbetde_CN_U-2652,FBL,daznbetde,Premier League ,competition,CN_U-2652,Premier League - Syria,5
de,daznbetde_CN_U-2653,FBL,daznbetde,Liechtensteiner Cup ,competition,CN_U-2653,Liechtensteiner Cup - Liechtenstein,5
de,daznbetde_CN_U-2659,FBL,daznbetde,Premier League ,competition,CN_U-2659,Premier League - Tanzania,5
de,daznbetde_CN_U-2660,FBL,daznbetde,2nd Division Group 1 ,competition,CN_U-2660,2nd Division Group 1 - Norway,5
de,daznbetde_CN_U-2661,FBL,daznbetde,Hazfi Cup ,competition,CN_U-2661,Hazfi Cup - Iran,5
de,daznbetde_CN_U-2665,FBL,daznbetde,Omani League ,competition,CN_U-2665,Omani League - Oman,5
de,daznbetde_CN_U-2670,FBL,daznbetde,"U23 Friendly Games, Frauen ",competition,CN_U-2670,"U23 Friendly Games, Women - International Youth",5
de,daznbetde_CN_U-2671,FBL,daznbetde,Weltmeisterschaft ,competition,CN_U-2671,World Cup - International,5
de,daznbetde_CN_U-2672,FBL,daznbetde,Copa Constitucio ,competition,CN_U-2672,Copa Constitucio - Andorra,5
de,daznbetde_CN_U-2674,FBL,daznbetde,Top League ,competition,CN_U-2674,Top League - Kyrgyzstan,5
de,daznbetde_CN_U-2676,FBL,daznbetde,King of Bahrain Cup ,competition,CN_U-2676,King of Bahrain Cup - Bahrain,5
de,daznbetde_CN_U-2683,FBL,daznbetde,Landesliga Oberösterreich ,competition,CN_U-2683,Landesliga Oberösterreich - Austria Amateur,5
de,daznbetde_CN_U-2697,FBL,daznbetde,"AFC Olympia Qualifikation, Frauen ",competition,CN_U-2697,"AFC Olympic Qualification, Women - International",5
de,daznbetde_CN_U-2701,FBL,daznbetde,Copa Libertadores SRL ,competition,CN_U-2701,Copa Libertadores SRL - Simulated Reality League,5
de,daznbetde_CN_U-2717,FBL,daznbetde,AFC Champions League ,competition,CN_U-2717,AFC Champions League - International Clubs,5
de,daznbetde_CN_U-2718,FBL,daznbetde,Kosovo FA Cup ,competition,CN_U-2718,Kosovo FA Cup - Kosovo,5
de,daznbetde_CN_U-2720,FBL,daznbetde,Presidents Cup ,competition,CN_U-2720,Presidents Cup - United Arab Emirates,5
de,daznbetde_CN_U-2723,FBL,daznbetde,Kroatien Youth Cup ,competition,CN_U-2723,Croatia Youth Cup - Croatia,5
de,daznbetde_CN_U-2724,FBL,daznbetde,U19 Cupa Romaniei ,competition,CN_U-2724,U19 Cupa Romaniei - Romania,5
de,daznbetde_CN_U-2725,FBL,daznbetde,Cup EPSANA (East Attica zone) ,competition,CN_U-2725,Cup EPSANA (East Attica zone) - Greece,5
de,daznbetde_CN_U-2726,FBL,daznbetde,Cup EPSI (Creta zone) ,competition,CN_U-2726,Cup EPSI (Creta zone) - Greece,5
de,daznbetde_CN_U-2727,FBL,daznbetde,Armenian Cup ,competition,CN_U-2727,Armenian Cup - Armenia,5
de,daznbetde_CN_U-2736,FBL,daznbetde,Statewide Lakoseljac Cup ,competition,CN_U-2736,Statewide Lakoseljac Cup - Australia,5
de,daznbetde_CN_U-2737,FBL,daznbetde,Premier League ,competition,CN_U-2737,Premier League - Bangladesh,5
de,daznbetde_CN_U-2738,FBL,daznbetde,Division de Honor Juvenil ,competition,CN_U-2738,Division de Honor Juvenil - Grupo I - Spain,5
de,daznbetde_CN_U-2740,FBL,daznbetde,Rock Cup ,competition,CN_U-2740,Rock Cup - Gibraltar,5
de,daznbetde_CN_U-2741,FBL,daznbetde,Divize C ,competition,CN_U-2741,Divize C - Czech Republic,5
de,daznbetde_CN_U-2742,FBL,daznbetde,FA Cup ,competition,CN_U-2742,FA Cup - Ghana,5
de,daznbetde_CN_U-2743,FBL,daznbetde,Coupe du Faso ,competition,CN_U-2743,Coupe du Faso - Burkina Faso,5
de,daznbetde_CN_U-2744,FBL,daznbetde,Oberliga Steiermark Nord ,competition,CN_U-2744,Oberliga Steiermark Nord - Austria Amateur,5
de,daznbetde_CN_U-2747,FBL,daznbetde,2nd Division League ,competition,CN_U-2747,2nd Division League - Qatar,5
de,daznbetde_CN_U-2748,FBL,daznbetde,U19 Minor League ,competition,CN_U-2748,U19 Minor League - Paraguay,5
de,daznbetde_CN_U-2750,FBL,daznbetde,U20 Pernambucano ,competition,CN_U-2750,U20 Pernambucano - Brazil,5
de,daznbetde_CN_U-2751,FBL,daznbetde,"Campeonato Nacional II, Frauen ",competition,CN_U-2751,"Campeonato Nacional II, Women - Portugal",5
de,daznbetde_CN_U-2752,FBL,daznbetde,Super League ,competition,CN_U-2752,Super League - Malawi,5
de,daznbetde_CN_U-2755,FBL,daznbetde,FA Super Cup ,competition,CN_U-2755,FA Super Cup - China,5
de,daznbetde_CN_U-2761,FBL,daznbetde,V,competition,CN_U-2761,V-League 2 - Vietnam,5
de,daznbetde_CN_U-2769,FBL,daznbetde,A,competition,CN_U-2769,"A-Junioren-Bundesliga, Playoffs - Germany Amateur",5
de,daznbetde_CN_U-2771,FBL,daznbetde,3rd Division Group 3 ,competition,CN_U-2771,3rd Division Group 3 - Norway,5
de,daznbetde_CN_U-2772,FBL,daznbetde,3rd Division Group 1 ,competition,CN_U-2772,3rd Division Group 1 - Norway,5
de,daznbetde_CN_U-2773,FBL,daznbetde,3rd Division Group 5 ,competition,CN_U-2773,3rd Division Group 5 - Norway,5
de,daznbetde_CN_U-2774,FBL,daznbetde,2nd Division Group 2 ,competition,CN_U-2774,2nd Division Group 2 - Norway,5
de,daznbetde_CN_U-2781,FBL,daznbetde,1.Liga ,competition,CN_U-2781,1.Liga - Latvia,5
de,daznbetde_CN_U-2797,FBL,daznbetde,Persha Liga ,competition,CN_U-2797,Persha Liga - Ukraine,5
de,daznbetde_CN_U-2798,FBL,daznbetde,Regionalliga West ,competition,CN_U-2798,Regionalliga West - Austria Amateur,5
de,daznbetde_CN_U-2801,FBL,daznbetde,National League ,competition,CN_U-2801,National League - Gibraltar,5
de,daznbetde_CN_U-2812,FBL,daznbetde,3rd Division Group 4 ,competition,CN_U-2812,3rd Division Group 4 - Norway,5
de,daznbetde_CN_U-2813,FBL,daznbetde,3rd Division Group 2 ,competition,CN_U-2813,3rd Division Group 2 - Norway,5
de,daznbetde_CN_U-2814,FBL,daznbetde,3rd Division Group 6 ,competition,CN_U-2814,3rd Division Group 6 - Norway,5
de,daznbetde_CN_U-2820,FBL,daznbetde,FAW Welsh Cup ,competition,CN_U-2820,FAW Welsh Cup - Wales,5
de,daznbetde_CN_U-2829,FBL,daznbetde,Coppa Italia Serie C ,competition,CN_U-2829,Coppa Italia Serie C - Italy,5
de,daznbetde_CN_U-2836,FBL,daznbetde,Copa Division Profesional ,competition,CN_U-2836,Copa Division Profesional - Bolivia,5
de,daznbetde_CN_U-2844,FBL,daznbetde,China Super League SRL ,competition,CN_U-2844,China Super League SRL - Simulated Reality League,5
de,daznbetde_CN_U-2867,FBL,daznbetde,A,competition,CN_U-2867,A-Division league - Nepal,5
de,daznbetde_CN_U-2871,FBL,daznbetde,Central League Cup ,competition,CN_U-2871,Central League Cup - England Amateur,5
de,daznbetde_CN_U-2880,FBL,daznbetde,Tunesien Cup ,competition,CN_U-2880,Tunisian Cup - Tunisia,5
de,daznbetde_CN_U-2882,FBL,daznbetde,Coupe U21 Pro League ,competition,CN_U-2882,Coupe U21 Pro League - Belgium,5
de,daznbetde_CN_U-2884,FBL,daznbetde,Landespokal Brandenburg ,competition,CN_U-2884,Landespokal Brandenburg - Germany Amateur,5
de,daznbetde_CN_U-2887,FBL,daznbetde,Mauritanian Presidents Cup ,competition,CN_U-2887,Mauritanian Presidents Cup - Mauritania,5
de,daznbetde_CN_U-2888,FBL,daznbetde,Zone Moscow ,competition,CN_U-2888,Zone Moscow - Russia,5
de,daznbetde_CN_U-2889,FBL,daznbetde,FA Cup ,competition,CN_U-2889,FA Cup - South Africa,5
de,daznbetde_CN_U-2890,FBL,daznbetde,Canadian Premier League ,competition,CN_U-2890,Canadian Premier League - Canada,5
de,daznbetde_CN_U-2899,FBL,daznbetde,Coupe de Luxembourg ,competition,CN_U-2899,Coupe de Luxembourg - Luxembourg,5
de,daznbetde_CN_U-2900,FBL,daznbetde,"Primera Division Reserve, Apertura ",competition,CN_U-2900,"Primera Division Reserve, Apertura - Paraguay",5
de,daznbetde_CN_U-2902,FBL,daznbetde,"Premier League, Frauen ",competition,CN_U-2902,"Premier League, Women - Ethiopia",5
de,daznbetde_CN_U-2903,FBL,daznbetde,"Primera Nacional, Reserve ",competition,CN_U-2903,"Primera Nacional, Reserve - Argentina",5
de,daznbetde_CN_U-2907,FBL,daznbetde,Leinster Senior Cup ,competition,CN_U-2907,Leinster Senior Cup - Ireland,5
de,daznbetde_CN_U-2911,FBL,daznbetde,Mocambola ,competition,CN_U-2911,Mocambola - Mozambique,5
de,daznbetde_CN_U-2913,FBL,daznbetde,UEFA Europa League SRL ,competition,CN_U-2913,UEFA Europa League SRL - Simulated Reality League,5
de,daznbetde_CN_U-2914,FBL,daznbetde,Small Cup ,competition,CN_U-2914,Small Cup - Estonia,5
de,daznbetde_CN_U-2915,FBL,daznbetde,Chinese Super League ,competition,CN_U-2915,Chinese Super League - China,5
de,daznbetde_CN_U-2918,FBL,daznbetde,"Liga Bet North, Playoffs ",competition,CN_U-2918,"Liga Bet North, Playoffs - Israel",5
de,daznbetde_CN_U-2919,FBL,daznbetde,DFB Pokal Frauen ,competition,CN_U-2919,DFB Pokal Women - Germany Amateur,5
de,daznbetde_CN_U-2920,FBL,daznbetde,"Superliga, Frauen, Playoffs ",competition,CN_U-2920,"Superliga, Women, Playoffs - Serbia",5
de,daznbetde_CN_U-2921,FBL,daznbetde,"Kansallinen Liiga, Frauen ",competition,CN_U-2921,"Kansallinen Liiga, Women - Finland",5
de,daznbetde_CN_U-2924,FBL,daznbetde,U21 Tasmanien NPL ,competition,CN_U-2924,U21 Tasmania NPL - Australia,5
de,daznbetde_CN_U-2926,FBL,daznbetde,"Champions League, Frauen ",competition,CN_U-2926,"Champions League, Women - Rwanda",5
de,daznbetde_CN_U-2928,FBL,daznbetde,Moskovskaya Oblast Cup ,competition,CN_U-2928,Moskovskaya Oblast Cup - Russia,5
de,daznbetde_CN_U-2930,FBL,daznbetde,"Football League, Frauen ",competition,CN_U-2930,"Football League, Women - Hong Kong, China",5
de,daznbetde_CN_U-2932,FBL,daznbetde,"Superliga, Frauen, Playout ",competition,CN_U-2932,"Superliga, Women, Playout - Serbia",5
de,daznbetde_CN_U-2936,FBL,daznbetde,U21 Europameisterschaft ,competition,CN_U-2936,U21 European Championship - International Youth,5
de,daznbetde_CN_U-2937,FBL,daznbetde,"Gaucho, Serie A2 ",competition,CN_U-2937,"Gaucho, Serie A2 - Brazil",5
de,daznbetde_CN_U-2943,FBL,daznbetde,Frauen League ,competition,CN_U-2943,Women League - North Macedonia,5
de,daznbetde_CN_U-2947,FBL,daznbetde,"Cupa Romaniei, Frauen ",competition,CN_U-2947,"Cupa Romaniei, Women - Romania",5
de,daznbetde_CN_U-2950,FBL,daznbetde,Premier League ,competition,CN_U-2950,"Premier League - Hong Kong, China",5
de,daznbetde_CN_U-2952,FBL,daznbetde,"Chinese Super League, Frauen ",competition,CN_U-2952,"Chinese Super League, Women - China",5
de,daznbetde_CN_U-2953,FBL,daznbetde,"Kakkonen, Group C ",competition,CN_U-2953,"Kakkonen, Group C - Finland",5
de,daznbetde_CN_U-2954,FBL,daznbetde,Campeonato Femenino A ,competition,CN_U-2954,Campeonato Femenino A - Uruguay,5
de,daznbetde_CN_U-2955,FBL,daznbetde,"Ligat Al, Frauen ",competition,CN_U-2955,"Ligat Al, Women - Israel",5
de,daznbetde_CN_U-2956,FBL,daznbetde,"Kakkonen, Group B ",competition,CN_U-2956,"Kakkonen, Group B - Finland",5
de,daznbetde_CN_U-2963,FBL,daznbetde,"Super Cup, Frauen ",competition,CN_U-2963,"Super Cup, Women - Iceland",5
de,daznbetde_CN_U-2964,FBL,daznbetde,Weißrussland Cup ,competition,CN_U-2964,Belarus Cup - Belarus,5
de,daznbetde_CN_U-2966,FBL,daznbetde,"Kakkonen, Group A ",competition,CN_U-2966,"Kakkonen, Group A - Finland",5
de,daznbetde_CN_U-2973,FBL,daznbetde,Cup EPS Achaias ,competition,CN_U-2973,Cup EPS Achaias - Greece,5
de,daznbetde_CN_U-2974,FBL,daznbetde,"Brasileiro A3, Frauen ",competition,CN_U-2974,"Brasileiro A3, Women - Brazil",5
de,daznbetde_CN_U-2975,FBL,daznbetde,FA Trophy ,competition,CN_U-2975,FA Trophy - Malta,5
de,daznbetde_CN_U-2976,FBL,daznbetde,UEFA Champions League SRL ,competition,CN_U-2976,UEFA Champions League SRL - Simulated Reality League,5
de,daznbetde_CN_U-2981,FBL,daznbetde,"U20 CONCACAF Championship, Frauen, Qualifikation ",competition,CN_U-2981,"U20 CONCACAF Championship, Women, Qualification - International Youth",5
de,daznbetde_CN_U-2984,FBL,daznbetde,U19 NM Cup ,competition,CN_U-2984,U19 NM Cup - Norway Amateur,5
de,daznbetde_CN_U-2985,FBL,daznbetde,Premier Division ,competition,CN_U-2985,Premier Division - Antigua and Barbuda,5
de,daznbetde_CN_U-2986,FBL,daznbetde,Aserbaidschan Cup ,competition,CN_U-2986,Azerbaijan Cup - Azerbaijan,5
de,daznbetde_CN_U-2987,FBL,daznbetde,Cup Crne Gore ,competition,CN_U-2987,Cup Crne Gore - Montenegro,5
de,daznbetde_CN_U-2988,FBL,daznbetde,FA Cup ,competition,CN_U-2988,"FA Cup - Hong Kong, China",5
de,daznbetde_CN_U-2989,FBL,daznbetde,NWSL Challenge Cup ,competition,CN_U-2989,NWSL Challenge Cup - USA,5
de,daznbetde_CN_U-2990,FBL,daznbetde,NM Cup Frauen ,competition,CN_U-2990,NM Cup Women - Norway,5
de,daznbetde_CN_U-2991,FBL,daznbetde,Canadian Championship ,competition,CN_U-2991,Canadian Championship - Canada,5
de,daznbetde_CN_U-2992,FBL,daznbetde,Presidents Cup ,competition,CN_U-2992,Presidents Cup - Maldives,5
de,daznbetde_CN_U-3006,FBL,daznbetde,Amapaense ,competition,CN_U-3006,Amapaense - Brazil,5
de,daznbetde_CN_U-3026,FBL,daznbetde,Moscow Championship ,competition,CN_U-3026,Moscow Championship - Russia,5
de,daznbetde_CN_U-3059,FBL,daznbetde,"Cup, Frauen ",competition,CN_U-3059,"Cup, Women - Estonia",5
de,daznbetde_CN_U-3060,FBL,daznbetde,Saint,competition,CN_U-3060,Saint-Petersburg U21 Championship - Russia,5
de,daznbetde_CN_U-3064,FBL,daznbetde,"Slowenien Cup, Frauen ",competition,CN_U-3064,"Slovenia Cup, Women - Slovenia",5
de,daznbetde_CN_U-3065,FBL,daznbetde,Kupa e Shqiperise ,competition,CN_U-3065,Kupa e Shqiperise - Albania,5
de,daznbetde_CN_U-3066,FBL,daznbetde,"U21 KNVB, Divisie 2 ",competition,CN_U-3066,"U21 KNVB, Divisie 2 - Netherlands",5
de,daznbetde_CN_U-3067,FBL,daznbetde,U19 Premier Division 1 ,competition,CN_U-3067,U19 Premier Division 1 - Israel,5
de,daznbetde_CN_U-3069,FBL,daznbetde,Amateur Premier Division ,competition,CN_U-3069,Amateur Premier Division - Australia,5
de,daznbetde_CN_U-3070,FBL,daznbetde,Copa Paraguay ,competition,CN_U-3070,Copa Paraguay - Paraguay,5
de,daznbetde_CN_U-3073,FBL,daznbetde,"National Championship, Frauen ",competition,CN_U-3073,"National Championship, Women - Cameroon",5
de,daznbetde_CN_U-3074,FBL,daznbetde,Taiwan Football Premier League ,competition,CN_U-3074,Taiwan Football Premier League - Chinese Taipei,5
de,daznbetde_CN_U-3076,FBL,daznbetde,"Cup, Frauen ",competition,CN_U-3076,"Cup, Women - Iceland",5
de,daznbetde_CN_U-3077,FBL,daznbetde,LFF Cup ,competition,CN_U-3077,LFF Cup - Lithuania,5
de,daznbetde_CN_U-3079,FBL,daznbetde,U17 Europameisterschaft ,competition,CN_U-3079,U17 European Championship - International Youth,5
de,daznbetde_CN_U-3085,FBL,daznbetde,Oberliga Steiermark Süd ,competition,CN_U-3085,Oberliga Steiermark Süd - Austria Amateur,5
de,daznbetde_CN_U-3086,FBL,daznbetde,League Cup ,competition,CN_U-3086,League Cup - Thailand,5
de,daznbetde_CN_U-3089,FBL,daznbetde,Cup EPSDA (West Attika zone) ,competition,CN_U-3089,Cup EPSDA (West Attika zone) - Greece,5
de,daznbetde_CN_U-3090,FBL,daznbetde,"Cupa Moldawien, Frauen ",competition,CN_U-3090,"Cupa Moldova, Women - Moldova",5
de,daznbetde_CN_U-3091,FBL,daznbetde,Divizia Nationala Feminin ,competition,CN_U-3091,Divizia Nationala Feminin - Moldova,5
de,daznbetde_CN_U-3096,FBL,daznbetde,Brasileiro Serie C ,competition,CN_U-3096,Brasileiro Serie C - Brazil,5
de,daznbetde_CN_U-3097,FBL,daznbetde,Zone Siberia ,competition,CN_U-3097,Zone Siberia - Russia,5
de,daznbetde_CN_U-3116,FBL,daznbetde,China League 1 ,competition,CN_U-3116,China League 1 - China,5
de,daznbetde_CN_U-3118,FBL,daznbetde,"Slowakei Cup, Frauen ",competition,CN_U-3118,"Slovakia Cup, Women - Slovakia",5
de,daznbetde_CN_U-3121,FBL,daznbetde,"Cup, Frauen ",competition,CN_U-3121,"Cup, Women - Israel",5
de,daznbetde_CN_U-3122,FBL,daznbetde,FLOW Champions Cup ,competition,CN_U-3122,FLOW Champions Cup - Jamaica,5
de,daznbetde_CN_U-3125,FBL,daznbetde,Brasileiro Serie D ,competition,CN_U-3125,Brasileiro Serie D - Brazil,5
de,daznbetde_CN_U-3126,FBL,daznbetde,Zone Ural/Western Siberia ,competition,CN_U-3126,Zone Ural/Western Siberia - Russia,5
de,daznbetde_CN_U-3130,FBL,daznbetde,Vtoraya Liga ,competition,CN_U-3130,Vtoraya Liga - Belarus,5
de,daznbetde_CN_U-3131,FBL,daznbetde,Republic of Tatarstan Championship ,competition,CN_U-3131,Republic of Tatarstan Championship - Russia,5
de,daznbetde_CN_U-3132,FBL,daznbetde,U19 League ,competition,CN_U-3132,U19 League - Estonia,5
de,daznbetde_CN_U-3139,FBL,daznbetde,Championnat National ,competition,CN_U-3139,Championnat National - Mali,5
de,daznbetde_CN_U-3142,FBL,daznbetde,Logmanssteypid ,competition,CN_U-3142,Logmanssteypid - Faroe Islands,5
de,daznbetde_CN_U-3144,FBL,daznbetde,U23 Queensland Premier League 4 ,competition,CN_U-3144,U23 Queensland Premier League 4 - Australia,5
de,daznbetde_CN_U-3145,FBL,daznbetde,Supercopa Juvenil U19 ,competition,CN_U-3145,Supercopa Juvenil U19 - Colombia,5
de,daznbetde_CN_U-3151,FBL,daznbetde,"Paulista, Segunda Divisao U23 ",competition,CN_U-3151,"Paulista, Segunda Divisao U23 - Brazil",5
de,daznbetde_CN_U-3153,FBL,daznbetde,U23 Queensland NPL ,competition,CN_U-3153,U23 Queensland NPL - Australia,5
de,daznbetde_CN_U-3154,FBL,daznbetde,UEFA Youth League ,competition,CN_U-3154,UEFA Youth League - International Youth,5
de,daznbetde_CN_U-3156,FBL,daznbetde,Segunda Division ,competition,CN_U-3156,Segunda Division - Chile,5
de,daznbetde_CN_U-3159,FBL,daznbetde,Premier League ,competition,CN_U-3159,Premier League - Namibia,5
de,daznbetde_CN_U-3165,FBL,daznbetde,U21 Premier League International Cup ,competition,CN_U-3165,U21 Premier League International Cup - International Youth,5
de,daznbetde_CN_U-3166,FBL,daznbetde,3 Division ,competition,CN_U-3166,3 Division - Finland Amateur,5
de,daznbetde_CN_U-3167,FBL,daznbetde,"Premier League, Frauen ",competition,CN_U-3167,"Premier League, Women - Northern Ireland",5
de,daznbetde_CN_U-3169,FBL,daznbetde,Premier League ,competition,CN_U-3169,Premier League - Dominica,5
de,daznbetde_CN_U-3170,FBL,daznbetde,Frauens League ,competition,CN_U-3170,Womens League - Georgia,5
de,daznbetde_CN_U-3171,FBL,daznbetde,Cup ,competition,CN_U-3171,Cup - Georgia,5
de,daznbetde_CN_U-3173,FBL,daznbetde,Superliga Femenina ,competition,CN_U-3173,Superliga Femenina - Ecuador,5
de,daznbetde_CN_U-3175,FBL,daznbetde,U17 European Frauen's Championship ,competition,CN_U-3175,U17 European Women's Championship - International Youth,5
de,daznbetde_CN_U-3176,FBL,daznbetde,"Bayanlar Ligi, Frauen ",competition,CN_U-3176,"Bayanlar Ligi, Women - Turkiye",5
de,daznbetde_CN_U-3177,FBL,daznbetde,Landesliga Tirol West ,competition,CN_U-3177,Landesliga Tirol West - Austria Amateur,5
de,daznbetde_CN_U-3178,FBL,daznbetde,Landespokal Hessen ,competition,CN_U-3178,Landespokal Hessen - Germany Amateur,5
de,daznbetde_CN_U-3179,FBL,daznbetde,"Paulista, Frauen ",competition,CN_U-3179,"Paulista, Women - Brazil",5
de,daznbetde_CN_U-3180,FBL,daznbetde,"Paranaense, 2. Divisao ",competition,CN_U-3180,"Paranaense, 2. Divisao - Brazil",5
de,daznbetde_CN_U-3181,FBL,daznbetde,"Cup, Frauen ",competition,CN_U-3181,"Cup, Women - Portugal",5
de,daznbetde_CN_U-3182,FBL,daznbetde,Premier League ,competition,CN_U-3182,Premier League - Saint Kitts and Nevis,5
de,daznbetde_CN_U-3183,FBL,daznbetde,"Superliga, Frauen ",competition,CN_U-3183,"Superliga, Women - Uzbekistan",5
de,daznbetde_CN_U-3187,FBL,daznbetde,FA Cup ,competition,CN_U-3187,FA Cup - Botswana,5
de,daznbetde_CN_U-3191,FBL,daznbetde,"1. deild, Frauen ",competition,CN_U-3191,"1. deild, Women - Iceland",5
de,daznbetde_CN_U-3192,FBL,daznbetde,3. deild ,competition,CN_U-3192,3. deild - Iceland,5
de,daznbetde_CN_U-3193,FBL,daznbetde,2. deild ,competition,CN_U-3193,2. deild - Iceland,5
de,daznbetde_CN_U-3194,FBL,daznbetde,1. deild ,competition,CN_U-3194,1. deild - Iceland,5
de,daznbetde_CN_U-3195,FBL,daznbetde,CONCACAF Gold Cup ,competition,CN_U-3195,CONCACAF Gold Cup - International,5
de,daznbetde_CN_U-3218,FBL,daznbetde,Zone SFD/NCFD ,competition,CN_U-3218,Zone SFD/NCFD - Russia,5
de,daznbetde_CN_U-3221,FBL,daznbetde,"Zone Moskovskaya Oblast, Group A ",competition,CN_U-3221,"Zone Moskovskaya Oblast, Group A - Russia",5
de,daznbetde_CN_U-3222,FBL,daznbetde,Zone Chernozemeye ,competition,CN_U-3222,Zone Chernozemeye - Russia,5
de,daznbetde_CN_U-3223,FBL,daznbetde,Coupe du Mali ,competition,CN_U-3223,Coupe du Mali - Mali,5
de,daznbetde_CN_U-3224,FBL,daznbetde,U22 international friendly games ,competition,CN_U-3224,U22 international friendly games - International Youth,5
de,daznbetde_CN_U-3243,FBL,daznbetde,Frauen's League ,competition,CN_U-3243,Women's League - India,5
de,daznbetde_CN_U-3249,FBL,daznbetde,Oberösterreich Liga ,competition,CN_U-3249,Oberösterreich Liga - Austria Amateur,5
de,daznbetde_CN_U-3250,FBL,daznbetde,"Cup, Frauen ",competition,CN_U-3250,"Cup, Women - North Macedonia",5
de,daznbetde_CN_U-3292,FBL,daznbetde,Moscow Cup ,competition,CN_U-3292,Moscow Cup - Russia,5
de,daznbetde_CN_U-3294,FBL,daznbetde,Supercup ,competition,CN_U-3294,Supercup - Egypt,5
de,daznbetde_CN_U-3305,FBL,daznbetde,Algerien Cup ,competition,CN_U-3305,Algerian Cup - Algeria,5
de,daznbetde_CN_U-3306,FBL,daznbetde,"Algerien Cup, Frauen ",competition,CN_U-3306,"Algerian Cup, Women - Algeria",5
de,daznbetde_CN_U-3321,FBL,daznbetde,"Magyar Kupa, Frauen ",competition,CN_U-3321,"Magyar Kupa, Women - Hungary",5
de,daznbetde_CN_U-3322,FBL,daznbetde,"Championship, Frauen ",competition,CN_U-3322,"Championship, Women - Northern Ireland",5
de,daznbetde_CN_U-3336,FBL,daznbetde,"Zone Moskovskaya Oblast, Group B ",competition,CN_U-3336,"Zone Moskovskaya Oblast, Group B - Russia",5
de,daznbetde_CN_U-3567,FBL,daznbetde,"1st Division, Frauen ",competition,CN_U-3567,"1st Division, Women - Russia",5
de,daznbetde_CN_U-3584,FBL,daznbetde,Burgenlandliga ,competition,CN_U-3584,Burgenlandliga - Austria Amateur,5
de,daznbetde_CN_U-3588,FBL,daznbetde,"A Lyga, Frauen ",competition,CN_U-3588,"A Lyga, Women - Lithuania",5
de,daznbetde_CN_U-3599,FBL,daznbetde,Privolzhye Cup ,competition,CN_U-3599,Privolzhye Cup - Russia,5
de,daznbetde_CN_U-3608,FBL,daznbetde,Niger Premier League ,competition,CN_U-3608,Niger Premier League - Niger,5
de,daznbetde_CN_U-3609,FBL,daznbetde,U20 Goiano ,competition,CN_U-3609,U20 Goiano - Brazil,5
de,daznbetde_CN_U-3632,FBL,daznbetde,1st Division ,competition,CN_U-3632,1st Division - Syria,5
de,daznbetde_CN_U-3740,FBL,daznbetde,Kärnten Unterliga West ,competition,CN_U-3740,Kärnten Unterliga West - Austria Amateur,5
de,daznbetde_CN_U-3741,FBL,daznbetde,"Mineiro, Modulo II ",competition,CN_U-3741,"Mineiro, Modulo II - Brazil",5
de,daznbetde_CN_U-3773,FBL,daznbetde,U23 Southeast Asian Games ,competition,CN_U-3773,U23 Southeast Asian Games - International Youth,5
de,daznbetde_CN_U-3776,FBL,daznbetde,Far East Cup ,competition,CN_U-3776,Far East Cup - Russia,5
de,daznbetde_CN_U-3804,FBL,daznbetde,Supercoppa di Lega Pro ,competition,CN_U-3804,Supercoppa di Lega Pro - Italy,5
de,daznbetde_CN_U-3808,FBL,daznbetde,Krasnodar Krai Championship ,competition,CN_U-3808,Krasnodar Krai Championship - Russia,5
