brandid,sportid,lang,objecttype,pattern,recordtype,version,description
daznbetde,FBL,de,WHOSCORES2-G-N-1-2-FLGM-GL,"{""langdescription"": [{""desc"": ""Sieg zu Null"", ""pluralcount"": ""One""}, {""desc"": ""Sieg zu Null"", ""pluralcount"": ""Few""}, {""desc"": ""Sieg zu Null"", ""pluralcount"": ""Many""}, {""desc"": ""Sieg zu Null"", ""pluralcount"": ""Other""}]}",mar,1,Win To Nil
daznbetde,FBL,de,WHOSCORES2-N-1-2-FLGM-GL,"{""langdescription"": [{""desc"": ""Team erzielt kein Tor"", ""pluralcount"": ""One""}, {""desc"": ""Team erzielt kein Tor"", ""pluralcount"": ""Few""}, {""desc"": ""Team erzielt kein Tor"", ""pluralcount"": ""Many""}, {""desc"": ""Team erzielt kein Tor"", ""pluralcount"": ""Other""}]}",mar,1,Team Not To Score
daznbetde,FBL,de,TOTALS-E-FLGM-GL,"{""langdescription"": [{""desc"": ""Genaue Anzahl $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""Genaue Anzahl $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""Genaue Anzahl $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""Genaue Anzahl $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,Exact Number of $scoretype$s
daznbetde,FBL,de,WINNER2D-G-DC&&TOTALS-OU-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Doppelte Chance & $scoretype$ $line$ insgesamt Ü/U"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Doppelte Chance & $scoretype$ $line$ insgesamt Ü/U"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Doppelte Chance & $scoretype$ $line$ insgesamt Ü/U"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Doppelte Chance & $scoretype$ $line$ insgesamt Ü/U"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Double Chance & Total Over/Under $scoretype$s $line$
daznbetde,FBL,de,WINNER2D-G-DC&&TOTALS-OU-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Doppelte Chance & $scoretype$ $line$ insgesamt Ü/U"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Doppelte Chance & $scoretype$ $line$ insgesamt Ü/U"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Doppelte Chance & $scoretype$ $line$ insgesamt Ü/U"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Doppelte Chance & $scoretype$ $line$ insgesamt Ü/U"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Double Chance & Total Over/Under $scoretype$s $line$
daznbetde,FBL,de,WINNER-1-FLGM-GL,"{""langdescription"": [{""desc"": ""$scoretype$ wird in den nächsten 1 Min. gegeben Ja/Nein ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""One""}, {""desc"": ""$scoretype$ wird in den nächsten 1 Min. gegeben Ja/Nein ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Few""}, {""desc"": ""$scoretype$ wird in den nächsten 1 Min. gegeben Ja/Nein ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Many""}, {""desc"": ""$scoretype$ wird in den nächsten 1 Min. gegeben Ja/Nein ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Other""}]}",mar,1,$scoretype$ Scored in the Next 1 Minute Yes/No ($scorenumberx$ - $scorenumbery$)
daznbetde,FBL,de,WINNER2D-E-GOAL-OT-GL,"{""langdescription"": [{""desc"": ""Nachspielzeit - Nächster Treffer (exkl. reguläre Spielzeit)"", ""pluralcount"": ""One""}, {""desc"": ""Nachspielzeit - Nächster Treffer (exkl. reguläre Spielzeit)"", ""pluralcount"": ""Few""}, {""desc"": ""Nachspielzeit - Nächster Treffer (exkl. reguläre Spielzeit)"", ""pluralcount"": ""Many""}, {""desc"": ""Nachspielzeit - Nächster Treffer (exkl. reguläre Spielzeit)"", ""pluralcount"": ""Other""}]}",mar,1,Extra Time Next Team to Score (excluding normal time goals)
daznbetde,FBL,de,WINNERN-N-FLGM-GL,"{""langdescription"": [{""desc"": ""Nächster Torschütze"", ""pluralcount"": ""One""}, {""desc"": ""Nächster Torschütze"", ""pluralcount"": ""Few""}, {""desc"": ""Nächster Torschütze"", ""pluralcount"": ""Many""}, {""desc"": ""Nächster Torschütze"", ""pluralcount"": ""Other""}]}",mar,1,Next Goalscorer
daznbetde,FBL,de,'WHOSCORES2-G-1-2-12H-FLGM-GL,"{""langdescription"": [{""desc"": ""Trifft in beiden Hälften"", ""pluralcount"": ""One""}, {""desc"": ""Trifft in beiden Hälften"", ""pluralcount"": ""Few""}, {""desc"": ""Trifft in beiden Hälften"", ""pluralcount"": ""Many""}, {""desc"": ""Trifft in beiden Hälften"", ""pluralcount"": ""Other""}]}",mar,0,Team To Score in Both Halves
daznbetde,FBL,de,WHOSCORES2-G-12-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Beide Teams treffen de"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Beide Teams treffen de"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Beide Teams treffen de "", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Beide Teams treffen de "", ""pluralcount"": ""Other""}]}",mar,6,$period$ Both Teams To Score
daznbetde,FBL,de,WHOSCORES2-G-1-2-12H-FLGM-GL,"{""langdescription"": [{""desc"": ""Team To Score in Both Halves"", ""pluralcount"": ""One""}, {""desc"": ""Team To Score in Both Halves"", ""pluralcount"": ""Few""}, {""desc"": ""Team To Score in Both Halves"", ""pluralcount"": ""Many""}, {""desc"": ""Team To Score in Both Halves"", ""pluralcount"": ""Other""}]}",mar,0,Team To Score in Both Halves
daznbetde,FBL,de,WINNER-5-FLGM-CARD,"{""langdescription"": [{""desc"": ""$scoretype$ Awarded in the Next 5 Minutes Yes/No ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""One""}, {""desc"": ""$scoretype$ Awarded in the Next 5 Minutes Yes/No ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Few""}, {""desc"": ""$scoretype$ Awarded in the Next 5 Minutes Yes/No ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Many""}, {""desc"": ""$scoretype$ Awarded in the Next 5 Minutes Yes/No ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Other""}]}",mar,0,$scoretype$ Awarded in the Next 5 Minutes Yes/No ($scorenumberx$ - $scorenumbery$)
daznbetde,FBL,de,WINNER-1-FLGM-CARD,"{""langdescription"": [{""desc"": ""$scoretype$ Awarded in the Next 1 Minute Yes/No ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""One""}, {""desc"": ""$scoretype$ Awarded in the Next 1 Minute Yes/No ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Few""}, {""desc"": ""$scoretype$ Awarded in the Next 1 Minute Yes/No ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Many""}, {""desc"": ""$scoretype$ Awarded in the Next 1 Minute Yes/No ($scorenumberx$ - $scorenumbery$)"", ""pluralcount"": ""Other""}]}",mar,0,$scoretype$ Awarded in the Next 1 Minute Yes/No ($scorenumberx$ - $scorenumbery$)
daznbetde,FBL,de,WINNER2D-G-DC&&WHOSCORES2-G-12-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Doppelte Chance & Beide Teams treffen"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Doppelte Chance & Beide Teams treffen"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Doppelte Chance & Beide Teams treffen"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Doppelte Chance & Beide Teams treffen"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Double Chance And Both Teams To Score
daznbetde,FBL,de,WINNER2D-G-DC&&TOTALS-OU-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Doppelte Chance & gesamte Tore Über/Unter"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Doppelte Chance & gesamte Tore Über/Unter"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Doppelte Chance & gesamte Tore Über/Unter"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Doppelte Chance & gesamte Tore Über/Unter"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Double Chance And Total Over/Under Goals
daznbetde,FBL,de,TOTALS-B-1-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Heim Gesamt $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Heim Gesamt $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Heim Gesamt $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Heim Gesamt $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,$period$ - Total Home $scoretype$ Bands
daznbetde,FBL,de,WINNER2D-C-DR-CORRECT-GEN-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ genaues Ergebnis Halbzeit & Endstand"", ""pluralcount"": ""One""}, {""desc"": ""$period$ genaues Ergebnis Halbzeit & Endstand"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ genaues Ergebnis Halbzeit & Endstand"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ genaues Ergebnis Halbzeit & Endstand"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Double Result Correct Score
daznbetde,FBL,de,WHOSCORES2-G-12-2-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Beide Teams treffen 2+ $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Beide Teams treffen 2+ $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Beide Teams treffen 2+ $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Beide Teams treffen 2+ $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Both Teams to Score 2 or More $scoretype$ Yes/No
daznbetde,FBL,de,TOTALS-B-1-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Heim Gesamt $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Heim Gesamt $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Heim Gesamt $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Heim Gesamt $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,$period$ - Total Home $scoretype$ Bands
daznbetde,FBL,de,WINNERN-L-GEN-FLGM-GL,"{""langdescription"": [{""desc"": ""Letzter Torschütze"", ""pluralcount"": ""One""}, {""desc"": ""Letzter Torschütze"", ""pluralcount"": ""Few""}, {""desc"": ""Letzter Torschütze"", ""pluralcount"": ""Many""}, {""desc"": ""Letzter Torschütze"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Last goalscorer
daznbetde,FBL,de,HANDICAP2-A-FLGM-CORNER,"{""langdescription"": [{""desc"": ""$period$ Asiatisches Handicap $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Asiatisches Handicap $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Asiatisches Handicap $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Asiatisches Handicap $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Asian Handicap $scoretype$
daznbetde,FBL,de,TOTALS-B-GEN-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Gesamte Anzahl an Toren"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Gesamte Anzahl an Toren"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Gesamte Anzahl an Toren"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Gesamte Anzahl an Toren"", ""pluralcount"": ""Other""}]}",mar,1,$period$ - Total Goals (Bands)
daznbetde,FBL,de,WINNER2D&&WINNER2D-E-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Ergebnis & erzielt das 1. Tor"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Ergebnis & erzielt das 1. Tor"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Ergebnis & erzielt das 1. Tor"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Ergebnis & erzielt das 1. Tor"", ""pluralcount"": ""Other""}]}",mar,1,$period$ 3-Way And First Team To Score
daznbetde,FBL,de,TOTALS-B-2-GEN-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Auswärts Team genaue Anzahl an Toren"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Auswärts Team genaue Anzahl an Toren"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Auswärts Team genaue Anzahl an Toren"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Auswärts Team genaue Anzahl an Toren"", ""pluralcount"": ""Other""}]}",mar,1,$period$ - Away Team Exact Number of Goals
daznbetde,FBL,de,TOTALS-B-2-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Auswärtsteam Gesamt $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Auswärtsteam Gesamt $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Auswärtsteam Gesamt $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Auswärtsteam Gesamt $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,$period$ - Total Away $scoretype$ Bands
daznbetde,FBL,de,TOTALS-B-2-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Auswärtsteam Gesamt $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Auswärtsteam Gesamt $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Auswärtsteam Gesamt $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Auswärtsteam Gesamt $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,$period$ - Total Away $scoretype$ Bands
daznbetde,FBL,de,TOTALS-B-1-GEN-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Heim Team genaue Anzahl an Toren"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Heim Team genaue Anzahl an Toren"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Heim Team genaue Anzahl an Toren"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Heim Team genaue Anzahl an Toren"", ""pluralcount"": ""Other""}]}",mar,1,$period$ - Home Team Exact Number of Goals
daznbetde,FBL,de,WINNERN-A-WINNER2D-FLGM-GL,"{""langdescription"": [{""desc"": ""Torschütze & 1x2"", ""pluralcount"": ""One""}, {""desc"": ""Torschütze & 1x2"", ""pluralcount"": ""Few""}, {""desc"": ""Torschütze & 1x2"", ""pluralcount"": ""Many""}, {""desc"": ""Torschütze & 1x2"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Anytime goalscorer & 1x2
daznbetde,FBL,de,PARITY-OE-CUSTOM-CORNER,"{""langdescription"": [{""desc"": ""$period$ Gerade/Ungerade $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Gerade/Ungerade $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Gerade/Ungerade $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Gerade/Ungerade $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Odd/Even $scoretype$
daznbetde,FBL,de,WINNER2D-C-DR-12-OR-12-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Gewinnt die 1. Halbzeit oder das Spiel"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Gewinnt die 1. Halbzeit oder das Spiel"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Gewinnt die 1. Halbzeit oder das Spiel"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Gewinnt die 1. Halbzeit oder das Spiel"", ""pluralcount"": ""Other""}]}",mar,1,$period$ To Win 1st Half or Match
daznbetde,FBL,de,WINNERN-2D-F-FLGM-CARD,"{""langdescription"": [{""desc"": ""$period$ First Team to be Carded"", ""pluralcount"": ""One""}, {""desc"": ""$period$ First Team to be Carded"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ First Team to be Carded"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ First Team to be Carded"", ""pluralcount"": ""Other""}]}",mar,0,$period$ First Team to be Carded
daznbetde,FBL,de,HANDICAP2-A-FLGM-CARD,"{""langdescription"": [{""desc"": ""$period$ Asian Handicap $scoretype$s"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Asian Handicap $scoretype$s"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Asian Handicap $scoretype$s"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Asian Handicap $scoretype$s"", ""pluralcount"": ""Other""}]}",mar,0,$period$ Asian Handicap $scoretype$s
daznbetde,FBL,de,WINNERN-PC-FLGM-CARD,"{""langdescription"":[{""desc"":""Player to Receive a Yellow Card"",""pluralcount"":""One""},{""desc"":""Player to Receive a Yellow Card"",""pluralcount"":""Few""},{""desc"":""Player to Receive a Yellow Card"",""pluralcount"":""Many""},{""desc"":""Player to Receive a Yellow Card"",""pluralcount"":""Other""}]}",mar,1,Player to Recieve a Yellow Card
daznbetde,FBL,de,WINNER-TS-10-1HLF-SOG,"{""langdescription"": [{""desc"": ""$period$ - Team Schüsse aufs Tor"", ""pluralcount"": ""One""}, {""desc"": """"$period$ - Team Schüsse aufs Tor"", ""pluralcount"": ""Few""}, {""desc"": """"$period$ - Team Schüsse aufs Tor"", ""pluralcount"": ""Many""}, {""desc"": """"$period$ - Team Schüsse aufs Tor"", ""pluralcount"": ""Other""}]}",mar,2,Team $period$ Shots On Target
daznbetde,FBL,de,PARITY-OE-1-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Heimteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Heimteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Heimteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Heimteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Home Team Total $scoretype$s Odd or Even
daznbetde,FBL,de,PARITY-OE-1-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Heimteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Heimteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Heimteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Heimteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Home Team Total $scoretype$s Odd or Even
daznbetde,FBL,de,WINNERN-ARF-FLGM-GL,"{""langdescription"": [{""desc"": ""Player to score with right foot"", ""pluralcount"": ""One""}, {""desc"": ""Player to score with right foot"", ""pluralcount"": ""Few""}, {""desc"": ""Player to score with right foot"", ""pluralcount"": ""Many""}, {""desc"": ""Player to score with right foot"", ""pluralcount"": ""Other""}]}",mar,1,Player to score with right foot
daznbetde,FBL,de,WINNERN-ALF-FLGM-GL,"{""langdescription"": [{""desc"": ""Player to score with left foot"", ""pluralcount"": ""One""}, {""desc"": ""Player to score with left foot"", ""pluralcount"": ""Few""}, {""desc"": ""Player to score with left foot"", ""pluralcount"": ""Many""}, {""desc"": ""Player to score with left foot"", ""pluralcount"": ""Other""}]}",mar,1,Player to score with left foot
daznbetde,FBL,de,WINNERN-AHEAD-FLGM-GL,"{""langdescription"": [{""desc"": ""Macht ein Kopfballtor"", ""pluralcount"": ""One""}, {""desc"": ""Macht ein Kopfballtor"", ""pluralcount"": ""Few""}, {""desc"": ""Macht ein Kopfballtor"", ""pluralcount"": ""Many""}, {""desc"": ""Macht ein Kopfballtor"", ""pluralcount"": ""Other""}]}",mar,1,To Score a Header
daznbetde,FBL,de,WINNERN-A-FREEKICK-FLGM-GL,"{""langdescription"": [{""desc"": ""Spieler erzielt einen Freistoßtor"", ""pluralcount"": ""One""}, {""desc"": ""Spieler erzielt einen Freistoßtor"", ""pluralcount"": ""Few""}, {""desc"": ""Spieler erzielt einen Freistoßtor"", ""pluralcount"": ""Many""}, {""desc"": ""Spieler erzielt einen Freistoßtor"", ""pluralcount"": ""Other""}]}",mar,1,Player to score free kick
daznbetde,FBL,de,WINNERN-A-FLGM-SOUTBOX,"{""langdescription"": [{""desc"": ""Trifft ausserhalb des 16ers"", ""pluralcount"": ""One""}, {""desc"": ""Trifft ausserhalb des 16ers"", ""pluralcount"": ""Few""}, {""desc"": ""Trifft ausserhalb des 16ers"", ""pluralcount"": ""Many""}, {""desc"": ""Trifft ausserhalb des 16ers"", ""pluralcount"": ""Other""}]}",mar,1,To Score From Outside the Box
daznbetde,FBL,de,WINNERN-A-FLGM-GL&AS,"{""langdescription"": [{""desc"": ""Trifft und legt vor"", ""pluralcount"": ""One""}, {""desc"": ""Trifft und legt vor"", ""pluralcount"": ""Few""}, {""desc"": ""Trifft und legt vor"", ""pluralcount"": ""Many""}, {""desc"": ""Trifft und legt vor"", ""pluralcount"": ""Other""}]}",mar,1,To Score and Assist
daznbetde,FBL,de,PARITY-OE-2-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Auswärtsteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Auswärtsteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Auswärtsteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Auswärtsteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Away Team Total $scoretype$s Odd or Even
daznbetde,FBL,de,WINNERN-PFOUL-FLGM-FOUL,"{""langdescription"": [{""desc"": ""Spieler Fouls"", ""pluralcount"": ""One""}, {""desc"": ""Spieler Fouls"", ""pluralcount"": ""Few""}, {""desc"": ""Spieler Fouls"", ""pluralcount"": ""Many""}, {""desc"": ""Spieler Fouls"", ""pluralcount"": ""Other""}]}",mar,1,Player Total Fouls
daznbetde,FBL,de,WHOSCORES2-G-2B-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Heimteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Heimteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Heimteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Heimteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Home Team to Score Yes/No
daznbetde,FBL,de,WINNER-TS-35-FLGM-SHT,"{""langdescription"": [{""desc"": ""Team Total Schüsse"", ""pluralcount"": ""One""}, {""desc"": ""Team Total Schüsse"", ""pluralcount"": ""Few""}, {""desc"": ""Team Total Schüsse"", ""pluralcount"": ""Many""}, {""desc"": ""Team Total Schüsse"", ""pluralcount"": ""Other""}]}",mar,1,Team Total Shots
daznbetde,FBL,de,WHOSCORES2-G-2B-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Auswärtsteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Auswärtsteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Auswärtsteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Auswärtsteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Away Team to Score Yes/No
daznbetde,FBL,de,WINNER-TS-25-FLGM-FOUL,"{""langdescription"": [{""desc"": ""Team Fouls"", ""pluralcount"": ""One""}, {""desc"": ""Team Fouls"", ""pluralcount"": ""Few""}, {""desc"": ""Team Fouls"", ""pluralcount"": ""Many""}, {""desc"": ""Team Fouls"", ""pluralcount"": ""Other""}]}",mar,1,Team Total Fouls
daznbetde,FBL,de,WINNERN-PPASSAT-FLGM-PASS,"{""langdescription"": [{""desc"": ""Spieler versuchte Pässe"", ""pluralcount"": ""One""}, {""desc"": ""Spieler versuchte Pässe"", ""pluralcount"": ""Few""}, {""desc"": ""Spieler versuchte Pässe"", ""pluralcount"": ""Many""}, {""desc"": ""Spieler versuchte Pässe"", ""pluralcount"": ""Other""}]}",mar,1,Player Total Passes Attempted
daznbetde,FBL,de,WINNERN-PPASS-FLGM-PASS,"{""langdescription"": [{""desc"": ""Player Total Passes"", ""pluralcount"": ""One""}, {""desc"": ""Player Total Passes"", ""pluralcount"": ""Few""}, {""desc"": ""Player Total Passes"", ""pluralcount"": ""Many""}, {""desc"": ""Player Total Passes"", ""pluralcount"": ""Other""}]}",mar,1,Player Total Passes
daznbetde,FBL,de,PARITY-OE-2-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Auswärtsteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Auswärtsteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Auswärtsteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Auswärtsteam gesamt $scoretype$ Gerade oder Ungerade"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Away Team Total $scoretype$s Odd or Even
daznbetde,FBL,de,WHOSCORES2-G-1B-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Auswärtsteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Auswärtsteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Auswärtsteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Auswärtsteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Away Team to Score Yes/No
daznbetde,FBL,de,WHOSCORES2-G-1B-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ Heimteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Heimteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Heimteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Heimteam erzielt ein Tor Ja/Nein"", ""pluralcount"": ""Other""}]}",mar,1,$period$ Home Team to Score Yes/No
daznbetde,FBL,de,WINNERN-PSAVES-FLGM-SAVE,"{""langdescription"": [{""desc"": ""Player Total Saves"", ""pluralcount"": ""One""}, {""desc"": ""Player Total Saves"", ""pluralcount"": ""Few""}, {""desc"": ""Player Total Saves"", ""pluralcount"": ""Many""}, {""desc"": ""Player Total Saves"", ""pluralcount"": ""Other""}]}",mar,1,Player Total Saves
daznbetde,FBL,de,WHOSCORES2-G-12-BH-FLGM-GL,"{""langdescription"": [{""desc"": ""Beide Teams treffen in beiden Hälften Ja/Nein"", ""pluralcount"": ""One""}, {""desc"": ""Beide Teams treffen in beiden Hälften Ja/Nein"", ""pluralcount"": ""Few""}, {""desc"": ""Beide Teams treffen in beiden Hälften Ja/Nein"", ""pluralcount"": ""Many""}, {""desc"": ""Beide Teams treffen in beiden Hälften Ja/Nein"", ""pluralcount"": ""Other""}]}",mar,1,Both Teams to Score in Both Halves Yes/No
