brandid,sportid,lang,objecttype,pattern,recordtype,version,description
daznbetde,FBL,de,WINNER-TS-15-FLGM-SOUTBOX,"{""langdescription"": [{""desc"": ""Team Schüsse von ausserhalb des 16ers"", ""pluralcount"": ""One""}, {""desc"": ""Team Schüsse von ausserhalb des 16ers"", ""pluralcount"": ""Few""}, {""desc"": ""Team Schüsse von ausserhalb des 16ers"", ""pluralcount"": ""Many""}, {""desc"": ""Team Schüsse von ausserhalb des 16ers"", ""pluralcount"": ""Other""}]}",mar,1,Team Shots From Outside The Box
daznbetde,FBL,de,WINNER-PSGOAL-1HLF-SOG,"{""langdescription"": [{""desc"": ""$period$ Spieler Schüsse aufs Tor"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Spieler Schüsse aufs Tor"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Spieler Schüsse aufs Tor"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Spieler Schüsse aufs Tor"", ""pluralcount"": ""Other""}]}",mar,1,Player $period$ Shots on Target
daznbetde,FBL,de,WINNER-TS-10-2HLF-SOG,"{""langdescription"": [{""desc"": ""$period$ - Team Schüsse aufs Tor"", ""pluralcount"": ""One""}, {""desc"": """"$period$ - Team Schüsse aufs Tor"", ""pluralcount"": ""Few""}, {""desc"": """"$period$ - Team Schüsse aufs Tor"", ""pluralcount"": ""Many""}, {""desc"": """"$period$ - Team Schüsse aufs Tor"", ""pluralcount"": ""Other""}]}",mar,1,Team $period$ Shots on Target
daznbetde,FBL,de,WINNER-PSGOLF-FLGM-SOG,"{""langdescription"": [{""desc"": ""Player left foot Shots on Target"", ""pluralcount"": ""One""}, {""desc"": ""Player left foot Shots on Target"", ""pluralcount"": ""Few""}, {""desc"": ""Player left foot Shots on Target"", ""pluralcount"": ""Many""}, {""desc"": ""Player left foot Shots on Target"", ""pluralcount"": ""Other""}]}",mar,1,Player left foot Shots on Target
daznbetde,FBL,de,WINNER-PSGOAL-FLGM-SOUTBOX,"{""langdescription"": [{""desc"": ""Spieler Schüsse von ausserhalb des 16ers"", ""pluralcount"": ""One""}, {""desc"": ""Spieler Schüsse von ausserhalb des 16ers"", ""pluralcount"": ""Few""}, {""desc"": ""Spieler Schüsse von ausserhalb des 16ers"", ""pluralcount"": ""Many""}, {""desc"": ""Spieler Schüsse von ausserhalb des 16ers"", ""pluralcount"": ""Other""}]}",mar,1,Player Shots on Target From Outside The Box
daznbetde,FBL,de,WINNER-PSGOAL-EH-FLGM-SOG,"{""langdescription"": [{""desc"": ""Player Shots on Target in each half"", ""pluralcount"": ""One""}, {""desc"": ""Player Shots on Target in each half"", ""pluralcount"": ""Few""}, {""desc"": ""Player Shots on Target in each half"", ""pluralcount"": ""Many""}, {""desc"": ""Player Shots on Target in each half"", ""pluralcount"": ""Other""}]}",mar,1,Player Shots on Target in each half
daznbetde,FBL,de,WINNER-PSGOAL-2HLF-SOG,"{""langdescription"": [{""desc"": ""$period$ Spieler Schüsse aufs Tor"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Spieler Schüsse aufs Tor"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Spieler Schüsse aufs Tor"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Spieler Schüsse aufs Tor"", ""pluralcount"": ""Other""}]}",mar,1,Player $period$ Shots on Target
daznbetde,FBL,de,WINNER-PSGORF-FLGM-SOG,"{""langdescription"": [{""desc"": ""Player right foot Shots on Target"", ""pluralcount"": ""One""}, {""desc"": ""Player right foot Shots on Target"", ""pluralcount"": ""Few""}, {""desc"": ""Player right foot Shots on Target"", ""pluralcount"": ""Many""}, {""desc"": ""Player right foot Shots on Target"", ""pluralcount"": ""Other""}]}",mar,1,Player right foot Shots on Target
daznbetde,FBL,de,WINNER-TS-EH-FLGM-SOG,"{""langdescription"": [{""desc"": ""Team Shots on Target in each half"", ""pluralcount"": ""One""}, {""desc"": ""Team Shots on Target in each half"", ""pluralcount"": ""Few""}, {""desc"": ""Team Shots on Target in each half"", ""pluralcount"": ""Many""}, {""desc"": ""Team Shots on Target in each half"", ""pluralcount"": ""Other""}]}",mar,1,Team Shots on Target in each half
daznbetde,FBL,de,WINNERN-A-FLGM-CARD,"{""langdescription"": [{""desc"": ""Player To Be Carded"", ""pluralcount"": ""One""}, {""desc"": ""Player To Be Carded"", ""pluralcount"": ""Few""}, {""desc"": ""Player To Be Carded"", ""pluralcount"": ""Many""}, {""desc"": ""Player To Be Carded"", ""pluralcount"": ""Other""}]}",mar,0,Player To Be Carded
daznbetde,FBL,de,WINNER-TS-9-FLGM-CARD,"{""langdescription"": [{""desc"": ""Team Total Cards"", ""pluralcount"": ""One""}, {""desc"": ""Team Total Cards"", ""pluralcount"": ""Few""}, {""desc"": ""Team Total Cards"", ""pluralcount"": ""Many""}, {""desc"": ""Team Total Cards"", ""pluralcount"": ""Other""}]}",mar,0,Team Total Cards
daznbetde,FBL,de,WINNERN-A-FLGM-GL,"{""langdescription"": [{""desc"": ""Torschütze"", ""pluralcount"": ""One""}, {""desc"": ""Torschütze"", ""pluralcount"": ""Few""}, {""desc"": ""Torschütze"", ""pluralcount"": ""Many""}, {""desc"": ""Torschütze"", ""pluralcount"": ""Other""}]}",mar,6,Anytime Goalscorer
daznbetde,FBL,de,WINNER2D-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - 1x2"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - 1x2"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - 1x2"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - 1x2"", ""pluralcount"": ""Other""}]}",mar,6,$period$ - 1x2
daznbetde,FBL,de,PARITY-OE-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""One""}, {""desc"": ""$period$ TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ TORANZAHL - UNGERADE/GERADE"", ""pluralcount"": ""Other""}]}",mar,5,$period$ Odd/Even Total $scoretype$
daznbetde,FBL,de,WINNERN-L-FLGM-GL,"{""langdescription"": [{""desc"": ""Letzter Torschütze"", ""pluralcount"": ""One""}, {""desc"": ""Letzter Torschütze"", ""pluralcount"": ""Few""}, {""desc"": ""Letzter Torschütze"", ""pluralcount"": ""Many""}, {""desc"": ""Letzter Torschütze"", ""pluralcount"": ""Other""}]}",mar,5,Last Goalscorer
daznbetde,FBL,de,HANDICAP2D-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ $scoretype$ Handicap $line$"", ""pluralcount"": ""Other""}]}",mar,5,3-Way Handicap $line$
daznbetde,FBL,de,CORRECT-GEN-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,5,$period$ Correct Score
daznbetde,FBL,de,TOTALS-OU-1HLF-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Über/Unter $line$ $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Other""}]}",mar,5,$period$ - Total Over/Under $line$ $scoretype$
daznbetde,FBL,de,WINNER2D-E-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Wer wird treffen $scorenumber$. $scoretype$?"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Wer wird treffen $scorenumber$. $scoretype$?"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Wer wird treffen $scorenumber$. $scoretype$?"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Wer wird treffen $scorenumber$. $scoretype$?"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Who Will Score $scoretype$ $scorenumber$?
daznbetde,FBL,de,WINNER2D-G-DC-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Doppelte Chance"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Doppelte Chance"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Doppelte Chance"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Doppelte Chance"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Double Chance
daznbetde,FBL,de,WINNER2D-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ 1x2"", ""pluralcount"": ""One""}, {""desc"": ""$period$ 1x2"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ 1x2"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ 1x2"", ""pluralcount"": ""Other""}]}",mar,4,$period$ 1x2
daznbetde,FBL,de,WHOSCORES2-G-12B-12B-FLGM-GL,"{""langdescription"": [{""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""One""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Few""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Many""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Other""}]}",mar,1,To Score In Both Halves
daznbetde,FBL,de,WHOSCORES2-G-12H-FLGM-GL,"{""langdescription"": [{""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""One""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Few""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Many""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Other""}]}",mar,1,Both Halves Over $line$ $scoretype$
daznbetde,FBL,de,TOTALS-OU-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Über/Unter $line$ $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Über/Unter $line$ $scoretype$"", ""pluralcount"": ""Other""}]}",mar,1,Total $scoretype$ Over/Under $line$
daznbetde,FBL,de,WINNERN-A-12-FLGM-GL,"{""langdescription"": [{""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""One""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Few""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Many""}, {""desc"": ""Trifft in beiden Halbzeiten"", ""pluralcount"": ""Other""}]}",mar,1,Player To Score In Both Halves
daznbetde,FBL,de,TOWIN-TONIL-FLGM-GL,"{""langdescription"": [{""desc"": ""Gewinnt zu Null"", ""pluralcount"": ""One""}, {""desc"": ""Gewinnt zu Null"", ""pluralcount"": ""Few""}, {""desc"": ""Gewinnt zu Null"", ""pluralcount"": ""Many""}, {""desc"": ""Gewinnt zu Null"", ""pluralcount"": ""Other""}]}",mar,1,To Win To Nil
daznbetde,FBL,de,TOTALS-OU-12-12-FLGM-CORNER,"{""langdescription"": [{""desc"": ""Total Corners In Each Half"", ""pluralcount"": ""One""}, {""desc"": ""Total Corners In Each Half"", ""pluralcount"": ""Few""}, {""desc"": ""Total Corners In Each Half"", ""pluralcount"": ""Many""}, {""desc"": ""Total Corners In Each Half"", ""pluralcount"": ""Other""}]}",mar,0,Total Corners In Each Half
daznbetde,FBL,de,WINNER2D-C-DR-12-FLGM-GL,"{""langdescription"": [{""desc"": ""To Win Either Half"", ""pluralcount"": ""One""}, {""desc"": ""To Win Either Half"", ""pluralcount"": ""Few""}, {""desc"": ""To Win Either Half"", ""pluralcount"": ""Many""}, {""desc"": ""To Win Either Half"", ""pluralcount"": ""Other""}]}",mar,0,To Win Either Half
daznbetde,FBL,de,TOTALS-OU-12-11-FLGM-CORNER,"{""langdescription"": [{""desc"": ""Total Corners Taken By Team"", ""pluralcount"": ""One""}, {""desc"": ""Total Corners Taken By Team"", ""pluralcount"": ""Few""}, {""desc"": ""Total Corners Taken By Team"", ""pluralcount"": ""Many""}, {""desc"": ""Total Corners Taken By Team"", ""pluralcount"": ""Other""}]}",mar,0,Total Corners Taken By Team
daznbetde,FBL,de,TOTALS-OU-12-FLGM-CORNER,"{""langdescription"": [{""desc"": ""Team Total Corners"", ""pluralcount"": ""One""}, {""desc"": ""Team Total Corners"", ""pluralcount"": ""Few""}, {""desc"": ""Team Total Corners"", ""pluralcount"": ""Many""}, {""desc"": ""Team Total Corners"", ""pluralcount"": ""Other""}]}",mar,0,Team Total Corners
daznbetde,FBL,de,WINNERN-PC-FLGM-R_CARD,"{""langdescription"": [{""desc"": ""Player To Be Sent Off"", ""pluralcount"": ""One""}, {""desc"": ""Player To Be Sent Off"", ""pluralcount"": ""Few""}, {""desc"": ""Player To Be Sent Off"", ""pluralcount"": ""Many""}, {""desc"": ""Player To Be Sent Off"", ""pluralcount"": ""Other""}]}",mar,0,Player To Be Sent Off
daznbetde,FBL,de,WINNER2D-C-DR-12-12-FLGM-GL,"{""langdescription"": [{""desc"": ""To Win Both Halves"", ""pluralcount"": ""One""}, {""desc"": ""To Win Both Halves"", ""pluralcount"": ""Few""}, {""desc"": ""To Win Both Halves"", ""pluralcount"": ""Many""}, {""desc"": ""To Win Both Halves"", ""pluralcount"": ""Other""}]}",mar,0,To Win Both Halves
daznbetde,FBL,de,WINNER2-E-FLGM-CORNER,"{""langdescription"": [{""desc"": ""$scoretype$ After Next - $scorenumber$ $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$scoretype$ After Next - $scorenumber$ $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$scoretype$ After Next - $scorenumber$ $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$scoretype$ After Next - $scorenumber$ $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,$scoretype$ After Next - $scorenumber$ $scoretype$
daznbetde,FBL,de,TOTALS-B-OU-FLGM-CARD,"{""langdescription"": [{""desc"": ""$period$ Total Over/Under $line$ $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Total Over/Under $line$ $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Total Over/Under $line$ $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Total Over/Under $line$ $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Total Over/Under $line$ $scoretype$
daznbetde,FBL,de,TOTALS-OU-FLGM-CORNER,"{""langdescription"": [{""desc"": ""$period$ Total Over/Under $line$ $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Total Over/Under $line$ $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Total Over/Under $line$ $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Total Over/Under $line$ $scoretype$"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Total Over/Under $line$ $scoretype$
daznbetde,FBL,de,WINNERN-PSA-FLGM-GL&AS,"{""langdescription"": [{""desc"": ""Player To Score Or Assist"", ""pluralcount"": ""One""}, {""desc"": ""Player To Score Or Assist"", ""pluralcount"": ""Few""}, {""desc"": ""Player To Score Or Assist"", ""pluralcount"": ""Many""}, {""desc"": ""Player To Score Or Assist"", ""pluralcount"": ""Other""}]}",mar,0,Player To Score Or Assist
daznbetde,FBL,de,TOTALS-OU-TS-FLGM-GL,"{""langdescription"": [{""desc"": ""Player Total Shots"", ""pluralcount"": ""One""}, {""desc"": ""Player Total Shots"", ""pluralcount"": ""Few""}, {""desc"": ""Player Total Shots"", ""pluralcount"": ""Many""}, {""desc"": ""Player Total Shots"", ""pluralcount"": ""Other""}]}",mar,0,Player Total Shots
daznbetde,FBL,de,WINNERN-PP-FLGM-AS,"{""langdescription"": [{""desc"": ""Player Total Assists"", ""pluralcount"": ""One""}, {""desc"": ""Player Total Assists"", ""pluralcount"": ""Few""}, {""desc"": ""Player Total Assists"", ""pluralcount"": ""Many""}, {""desc"": ""Player Total Assists"", ""pluralcount"": ""Other""}]}",mar,0,Player Total Assists
daznbetde,FBL,de,WINNERN-F-FLGM-GL,"{""langdescription"": [{""desc"": ""First Goalscorer"", ""pluralcount"": ""One""}, {""desc"": ""First Goalscorer"", ""pluralcount"": ""Few""}, {""desc"": ""First Goalscorer"", ""pluralcount"": ""Many""}, {""desc"": ""First Goalscorer"", ""pluralcount"": ""Other""}]}",mar,0,First Goalscorer
daznbetde,FBL,de,WINNERN-F-FLGM-CARD,"{""langdescription"": [{""desc"": ""First Player to be Carded"", ""pluralcount"": ""One""}, {""desc"": ""First Player to be Carded"", ""pluralcount"": ""Few""}, {""desc"": ""First Player to be Carded"", ""pluralcount"": ""Many""}, {""desc"": ""First Player to be Carded"", ""pluralcount"": ""Other""}]}",mar,0,First Player to be Carded
daznbetde,FBL,de,WINNER-TS-FLGM-SOG,"{""langdescription"": [{""desc"": ""Team Shots on goal"", ""pluralcount"": ""One""}, {""desc"": ""Team Shots on goal"", ""pluralcount"": ""Few""}, {""desc"": ""Team Shots on goal"", ""pluralcount"": ""Many""}, {""desc"": ""Team Shots on goal"", ""pluralcount"": ""Other""}]}",mar,0,Team Shots on goal
daznbetde,FBL,de,WINNERN-PO-FLGM-OFFSIDE,"{""langdescription"": [{""desc"": ""Player Total Offsides"", ""pluralcount"": ""One""}, {""desc"": ""Player Total Offsides"", ""pluralcount"": ""Few""}, {""desc"": ""Player Total Offsides"", ""pluralcount"": ""Many""}, {""desc"": ""Player Total Offsides"", ""pluralcount"": ""Other""}]}",mar,0,Player Total Offsides
daznbetde,FBL,de,WINNERN-F-TEAM-FLGM-GL,"{""langdescription"": [{""desc"": ""First Team Goalscorer"", ""pluralcount"": ""One""}, {""desc"": ""First Team Goalscorer"", ""pluralcount"": ""Few""}, {""desc"": ""First Team Goalscorer"", ""pluralcount"": ""Many""}, {""desc"": ""First Team Goalscorer"", ""pluralcount"": ""Other""}]}",mar,0,First Team Goalscorer
daznbetde,FBL,de,WINNER-PSGOAL-FLGM-SOG,"{""langdescription"": [{""desc"": ""Player Shots On Goal"", ""pluralcount"": ""One""}, {""desc"": ""Player Shots On Goal"", ""pluralcount"": ""Few""}, {""desc"": ""Player Shots On Goal"", ""pluralcount"": ""Many""}, {""desc"": ""Player Shots On Goal"", ""pluralcount"": ""Other""}]}",mar,0,Player Shots On Goal
daznbetde,FBL,de,WINNERN-PT-FLGM-GL,"{""langdescription"": [{""desc"": ""Player Total Tackles"", ""pluralcount"": ""One""}, {""desc"": ""Player Total Tackles"", ""pluralcount"": ""Few""}, {""desc"": ""Player Total Tackles"", ""pluralcount"": ""Many""}, {""desc"": ""Player Total Tackles"", ""pluralcount"": ""Other""}]}",mar,0,Player Total Tackles
daznbetde,FBL,de,WHOSCORES2-G-1N-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Other""}]}",mar,5,$period$ - HeimTeam OHNE GEGENTOR
daznbetde,FBL,de,WHOSCORES2-G-2N-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Other""}]}",mar,5,$period$ - AuswärtsTeam OHNE GEGENTOR
daznbetde,FBL,de,WHOSCORES2-G-1N-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Other""}]}",mar,5,$period$ - HeimTeam OHNE GEGENTOR
daznbetde,FBL,de,WHOSCORES2-G-2N-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Other""}]}",mar,5,$period$ - AuswärtsTeam OHNE GEGENTOR
daznbetde,FBL,de,WHOSCORES2-G-2N-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""One""}, {""desc"": ""$period$ AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ AuswärtsTeam OHNE GEGENTOR"", ""pluralcount"": ""Other""}]}",mar,5,$period$ AuswärtsTeam OHNE GEGENTOR
daznbetde,FBL,de,WHOSCORES2-G-1N-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""One""}, {""desc"": ""$period$ HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ HeimTeam OHNE GEGENTOR"", ""pluralcount"": ""Other""}]}",mar,5,$period$ HeimTeam OHNE GEGENTOR
daznbetde,FBL,de,WINNER2D-1HLF-CORNER,"{""langdescription"": [{""desc"": ""$period$ - 1x2 $scoretype$"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - 1x2 $scoretype$"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - 1x2 $scoretype$"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - 1x2 $scoretype$"", ""pluralcount"": ""Other""}]}",mar,5,$period$ - 1x2
daznbetde,FBL,de,WINNERN-E-OT-GL,"{""langdescription"": [{""desc"": ""$period$ - $scorenumber$. Torschütze"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - $scorenumber$. Torschütze"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - $scorenumber$. Torschütze"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - $scorenumber$. Torschütze"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - $scorenumber$. Torschütze
daznbetde,FBL,de,CORRECT-F2-1OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-F2O-2HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-F2O-OT-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-F3-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-F4O-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-F4O-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Genaues Ergebnis
daznbetde,FBL,de,CORRECT-F5O-PENALTIES-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
daznbetde,FBL,de,CORRECT-FBL6O-FLGM-GL,"{""langdescription"": [{""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ Genaues Ergebnis
daznbetde,FBL,de,CORRECT-GEN-1HLF-GL,"{""langdescription"": [{""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""One""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Few""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Many""}, {""desc"": ""$period$ - Genaues Ergebnis"", ""pluralcount"": ""Other""}]}",mar,4,$period$ - Genaues Ergebnis
